,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-30,1,0,0.00,7.0,4,0,0,0,5,0.57
1,March,1,0,0.00,7.0,4,0,0,0,5,0.57
2,2018-04-05,0,0,0.00,7.0,3,0,0,3,5,0.71
3,2018-04-11,0,1,2.40,1.0,3,4,1,2,1,1.00
4,2018-04-17,1,0,2.25,5.0,3,1,0,4,6,1.10
5,2018-04-22,0,1,2.93,7.2,9,4,1,1,6,1.16
6,2018-04-28,0,1,3.78,5.2,8,5,2,4,5,1.32
7,April,1,3,4.78,26.1,26,14,4,14,23,1.52
8,2018-05-03,0,1,5.11,3.2,6,7,0,2,4,1.41
9,2018-05-12,1,0,4.89,5.1,5,2,1,3,6,1.42
10,2018-05-17,1,0,4.38,9.0,5,2,1,0,8,1.27
11,2018-05-23,0,0,4.08,6.0,3,1,0,3,9,1.24
12,2018-05-28,1,0,4.04,5.0,4,2,0,4,4,1.27
13,May,3,1,4.34,29.0,23,14,2,12,31,1.21
14,2018-06-02,1,0,4.08,6.0,5,3,1,1,7,1.24
15,2018-06-09,1,0,4.00,6.0,5,2,0,3,6,1.25
16,2018-06-14,1,0,3.76,7.0,5,1,0,0,7,1.20
17,2018-06-20,0,1,3.81,6.0,7,3,2,1,3,1.21
18,2018-06-26,1,0,3.66,6.0,5,1,1,2,7,1.21
19,June,4,1,2.90,31.0,27,10,4,7,30,1.10
20,2018-07-01,0,1,4.28,3.1,9,8,5,0,3,1.26
21,2018-07-07,0,0,4.44,4.2,6,4,1,1,9,1.27
22,2018-07-12,1,0,4.42,6.2,6,3,2,0,8,1.25
23,2018-07-20,1,0,4.17,6.1,4,0,0,1,5,1.22
24,2018-07-30,0,0,3.97,8.0,8,1,0,1,5,1.22
25,July,2,1,4.97,29.0,33,16,8,3,30,1.24
26,2018-08-05,0,0,3.93,6.0,4,2,0,3,5,1.22
27,2018-08-11,1,0,3.75,6.0,5,0,0,0,10,1.20
28,2018-08-18,1,0,3.69,7.0,5,2,1,2,8,1.19
29,2018-08-23,1,0,3.50,8.0,3,0,0,0,7,1.15
30,2018-08-29,0,0,3.60,3.0,5,3,1,0,3,1.16
31,August,3,0,2.10,30.0,22,7,2,5,33,0.90
32,2018-09-07,0,0,3.57,6.1,2,2,0,2,10,1.13
33,2018-09-12,1,0,3.42,7.0,3,0,0,0,7,1.10
34,2018-09-19,0,1,3.53,5.1,5,4,3,4,2,1.12
35,2018-09-26,1,0,3.58,5.0,6,3,2,3,6,1.14
36,September,2,1,3.42,23.2,16,9,5,9,25,1.06
