,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-27,0,0,0.00,1,0,2.0,1,0,0,0,2,1,1.50
1,July,0,0,0.00,1,0,2.0,1,0,0,0,2,1,1.50
2,2020-08-02,0,0,0.00,1,0,3.0,0,0,0,0,0,4,0.60
3,2020-08-07,0,0,7.20,0,0,0.0,3,4,4,0,3,0,1.80
4,2020-08-09,0,0,5.14,1,0,2.0,0,0,0,0,1,1,1.43
5,2020-08-19,0,0,3.00,1,0,5.0,2,0,0,0,1,3,1.08
6,2020-08-25,0,1,4.80,1,0,3.0,5,4,4,0,4,0,1.47
7,2020-08-30,0,0,4.00,1,0,3.0,3,1,0,0,1,5,1.44
8,August,0,1,4.50,5,0,16.0,13,9,8,0,10,13,1.44
9,2020-09-04,0,1,4.76,1,0,4.2,7,4,4,1,2,6,1.54
10,2020-09-11,0,1,5.06,1,0,4.0,4,3,3,1,3,4,1.58
11,2020-09-17,1,0,4.04,1,0,9.0,2,1,1,0,2,8,1.29
12,2020-09-22,0,0,3.38,1,0,7.0,2,0,0,0,3,6,1.20
13,September,1,2,2.92,4,0,24.2,15,8,8,2,10,24,1.01
