,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-08-19,0,0,0.00,2.0,2,0,0,0,3,1.00
1,2020-08-22,0,0,5.40,1.1,3,2,0,1,0,1.80
2,2020-08-28,0,0,3.38,2.0,0,0,0,1,2,1.31
3,2020-08-31,0,0,3.68,2.0,2,1,0,2,2,1.50
4,August,0,0,3.68,7.1,7,3,0,4,7,1.50
5,2020-09-06,0,0,3.38,0.2,1,0,0,2,1,1.75
6,2020-09-08,0,0,3.12,0.2,0,0,0,0,1,1.62
7,2020-09-13,0,0,2.79,1.0,2,0,0,0,0,1.66
8,2020-09-14,0,0,2.31,2.0,0,0,0,0,3,1.37
9,2020-09-18,1,0,2.13,1.0,1,0,0,1,2,1.42
10,2020-09-19,0,0,1.98,1.0,0,0,0,0,2,1.32
11,2020-09-21,0,0,4.40,0.2,3,4,2,1,2,1.53
12,2020-09-25,0,0,5.87,1.0,3,3,1,1,3,1.70
13,September,1,0,7.88,8.0,10,7,3,5,14,1.88
