,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-04-01,0,0,3.00,3.0,4,1,1,2,2,2.00
1,2019-04-06,0,1,7.11,3.1,6,4,1,3,4,2.37
2,2019-04-12,0,0,7.15,5.0,4,4,0,2,5,1.85
3,2019-04-19,0,1,7.80,3.2,5,4,2,3,8,1.93
4,April,0,2,7.80,15.0,19,13,4,10,19,1.93
5,2019-05-05,0,0,6.63,4.0,2,1,1,2,5,1.74
6,2019-05-11,0,1,6.85,4.2,4,4,1,4,3,1.73
7,2019-05-19,0,0,6.51,4.0,3,2,0,4,4,1.73
8,2019-05-24,1,0,6.15,6.0,5,3,2,4,4,1.69
9,2019-05-29,0,0,6.98,5.0,8,7,2,3,4,1.76
10,May,1,1,6.46,23.2,22,17,6,17,20,1.65
11,2019-06-04,0,1,7.93,3.1,8,7,3,2,2,1.86
12,2019-06-09,0,1,8.40,3.0,6,5,2,2,3,1.91
13,2019-06-14,0,0,8.06,3.0,3,1,1,1,5,1.88
14,2019-06-18,0,0,8.42,3.1,6,5,3,2,3,1.91
15,June,0,2,12.79,12.2,23,18,9,7,13,2.37
16,2019-07-21,0,0,7.69,6.0,4,1,0,2,8,1.81
17,2019-07-30,1,0,6.85,7.0,4,0,0,1,5,1.69
18,July,1,0,0.69,13.0,8,1,0,3,13,0.85
19,2019-08-04,0,1,7.01,5.0,4,5,1,1,7,1.64
20,2019-08-09,0,0,6.96,5.2,7,4,3,3,4,1.65
21,2019-08-15,0,0,7.09,5.0,7,5,2,2,6,1.66
22,2019-08-21,0,0,6.99,3.2,5,2,1,3,4,1.69
23,2019-08-27,0,0,6.95,5.2,9,4,2,0,4,1.68
24,August,0,1,7.20,25.0,32,20,9,9,25,1.64
25,2019-09-02,1,0,6.65,5.1,4,1,1,3,8,1.66
26,2019-09-07,1,0,6.20,7.0,5,0,0,2,6,1.61
27,2019-09-12,0,0,6.22,4.0,4,3,2,1,6,1.60
28,2019-09-20,0,1,6.44,2.0,5,4,0,3,0,1.64
29,2019-09-25,0,0,6.24,6.1,4,2,1,0,10,1.59
30,September,2,1,3.65,24.2,22,10,4,9,30,1.26
