,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-08-18,0,1,18.00,1,0,2.0,7,4,4,1,1,1,4.00
1,2020-08-23,0,0,10.38,1,0,2.1,3,1,1,1,1,5,2.77
2,2020-08-29,1,0,6.75,1,0,5.0,3,2,2,1,0,2,1.61
3,August,1,1,6.75,3,0,9.1,13,7,7,3,2,8,1.61
4,2020-09-05,0,0,4.70,1,0,6.0,2,1,1,0,2,6,1.24
5,2020-09-10,0,1,7.27,1,0,2.0,3,6,6,1,4,3,1.50
6,2020-09-16,0,1,6.17,1,0,6.0,4,3,2,1,0,8,1.29
7,2020-09-22,0,0,6.00,1,0,3.2,4,2,2,2,2,6,1.33
8,2020-09-27,0,1,5.63,0,0,5.0,2,2,2,2,1,6,1.22
9,September,0,3,5.16,4,0,22.2,15,14,13,6,9,29,1.06
