,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0.1,0,0,0,1,1,3.00
1,2021-04-04,0,0,0.00,1.1,0,0,0,1,0,1.20
2,2021-04-06,0,0,0.00,1.0,1,0,0,1,2,1.50
3,2021-04-11,0,0,4.91,1.0,2,2,1,0,1,1.64
4,2021-04-13,0,0,3.86,1.0,0,0,0,1,1,1.50
5,2021-04-17,0,0,3.18,1.0,0,0,0,0,0,1.24
6,2021-04-18,0,0,6.75,1.0,1,3,1,0,1,1.20
7,2021-04-22,0,0,6.14,0.2,1,0,0,0,0,1.23
8,2021-04-24,0,0,5.19,1.1,1,0,0,0,2,1.15
9,2021-04-27,0,0,4.66,1.0,1,0,0,0,2,1.14
10,2021-04-29,0,0,5.40,0.1,2,1,0,1,0,1.40
11,April,0,0,5.40,10.0,9,6,2,5,10,1.40
12,2021-05-01,0,0,5.06,0.2,0,0,0,0,0,1.31
13,2021-05-04,0,0,4.63,1.0,0,0,0,0,0,1.20
14,2021-05-05,0,0,3.95,2.0,0,0,0,0,2,1.02
15,2021-05-07,0,0,4.40,0.2,2,1,0,0,1,1.12
16,2021-05-12,0,0,4.11,1.0,0,0,0,0,1,1.04
17,2021-05-14,0,0,3.86,1.0,0,0,0,0,0,0.98
18,2021-05-15,0,0,3.71,0.2,1,0,0,0,1,1.00
19,2021-05-17,0,0,3.44,1.1,0,0,0,0,3,0.93
20,2021-05-19,0,0,3.26,1.0,0,0,0,0,1,0.88
21,2021-05-20,0,0,3.10,1.0,0,0,0,0,3,0.84
22,2021-05-23,0,0,2.95,1.0,0,0,0,0,1,0.80
23,2021-05-25,0,0,2.82,1.0,0,0,0,0,2,0.76
24,2021-05-27,0,0,2.66,1.1,0,0,0,0,2,0.72
25,2021-05-29,0,0,2.55,1.0,0,0,0,0,2,0.69
26,May,0,0,0.61,14.2,3,1,0,0,19,0.20
27,2021-06-01,0,0,2.45,1.0,0,0,0,1,1,0.70
28,2021-06-05,0,0,2.36,1.0,0,0,0,1,1,0.71
29,2021-06-06,0,0,2.30,0.2,1,0,0,0,0,0.73
30,2021-06-09,0,0,2.15,2.0,0,0,0,0,3,0.68
31,2021-06-11,0,0,2.08,1.0,1,0,0,0,2,0.69
32,2021-06-13,0,0,1.99,1.1,0,0,0,0,0,0.66
33,2021-06-17,0,0,1.93,1.0,0,0,0,0,1,0.64
34,2021-06-20,0,0,1.82,2.0,0,0,0,0,2,0.61
35,2021-06-22,0,0,2.02,1.0,2,1,0,1,1,0.67
36,2021-06-24,0,0,1.96,1.0,0,0,0,1,0,0.68
37,2021-06-25,0,1,2.43,0.1,1,2,1,1,0,0.73
38,2021-06-28,0,1,3.35,0.2,2,4,0,2,1,0.82
39,June,0,2,4.85,13.0,7,7,1,7,12,1.08
40,2021-07-09,0,0,3.29,0.2,0,0,0,0,0,0.81
41,2021-07-16,0,0,3.20,1.0,1,0,0,0,3,0.81
42,2021-07-20,0,0,3.12,1.0,1,0,0,0,2,0.82
43,2021-07-21,0,0,3.02,1.1,1,0,0,0,2,0.82
44,2021-07-24,0,0,2.95,1.0,0,0,0,0,2,0.80
45,2021-07-25,0,0,2.91,0.2,0,0,0,0,0,0.78
46,2021-07-30,0,0,3.12,0.0,2,1,1,1,0,0.85
47,2021-07-31,0,0,3.07,0.2,1,0,0,0,0,0.86
48,July,0,0,1.42,6.1,6,1,1,1,9,1.11
49,2021-08-03,0,0,3.00,1.0,0,0,0,0,1,0.84
50,2021-08-05,0,0,2.93,1.0,0,0,0,0,2,0.83
51,2021-08-07,0,0,2.87,1.0,1,0,0,0,1,0.83
52,2021-08-08,0,0,2.81,1.0,0,0,0,0,0,0.81
53,2021-08-10,0,0,2.76,1.0,1,0,0,0,2,0.82
54,2021-08-14,0,0,2.74,0.1,0,0,0,1,1,0.83
55,2021-08-15,0,0,2.68,1.0,0,0,0,1,2,0.83
56,2021-08-18,0,0,2.82,0.2,1,1,0,0,1,0.84
57,2021-08-20,0,0,2.77,1.0,0,0,0,0,2,0.83
58,2021-08-25,0,0,2.72,1.0,0,0,0,1,2,0.83
59,2021-08-26,0,0,2.67,1.0,0,0,0,0,2,0.81
60,2021-08-29,0,0,2.62,1.0,0,0,0,0,0,0.80
61,2021-08-31,0,0,2.59,0.2,1,0,0,0,1,0.81
62,August,0,0,0.77,11.2,4,1,0,3,17,0.60
63,2021-09-01,0,0,2.73,0.1,1,1,0,0,1,0.82
64,2021-09-04,0,0,2.70,0.2,0,0,0,0,1,0.81
65,2021-09-07,0,0,2.65,1.0,0,0,0,1,1,0.82
66,2021-09-09,0,0,2.61,1.0,0,0,0,0,2,0.80
67,2021-09-10,0,0,2.88,0.2,3,2,0,0,0,0.84
68,September,0,0,7.36,3.2,4,3,0,1,5,1.36
69,2021-10-01,0,0,2.83,1.0,2,0,0,2,0,0.90
70,2021-10-03,0,0,2.79,1.0,0,0,0,0,2,0.88
71,October,0,0,0.00,2.0,2,0,0,2,2,2.00
