,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-07-21,0,0,3.60,1,0,5.0,3,2,2,2,2,6,1.00
1,July,0,0,3.60,1,0,5.0,3,2,2,2,2,6,1.00
2,2019-08-06,0,1,5.73,1,0,6.0,6,5,5,2,3,4,1.27
3,2019-08-11,0,0,7.11,1,0,1.2,2,3,3,0,3,4,1.50
4,August,0,1,9.39,2,0,7.2,8,8,8,2,6,8,1.83
5,2019-09-01,0,0,6.92,0,0,0.1,1,0,0,0,1,1,1.62
6,2019-09-05,0,0,6.43,0,0,1.0,1,0,0,0,1,2,1.64
7,2019-09-11,0,0,6.00,0,0,1.0,0,0,0,0,0,2,1.53
8,2019-09-20,0,0,5.74,0,0,0.2,0,0,0,0,2,0,1.60
9,2019-09-27,0,0,5.29,0,0,1.1,0,0,0,0,0,3,1.47
10,September,0,0,0.00,0,0,4.1,2,0,0,0,4,8,1.38
