,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,March,0,0,2.25,0,0,4.0,4,1,1,0,3,3,1.75
1,2018-03-31,0,0,2.25,0,0,4.0,4,1,1,0,3,3,1.75
2,2018-04-05,0,0,2.25,0,0,0.0,1,0,0,0,1,0,2.25
3,2018-04-08,0,0,2.25,0,0,4.0,2,1,1,0,3,3,1.75
4,2018-04-15,0,1,2.84,1,0,4.2,3,5,2,0,2,2,1.50
5,2018-04-20,0,0,3.21,0,0,1.1,1,1,1,1,0,2,1.43
6,2018-04-22,0,0,4.11,0,0,1.1,1,2,2,0,1,0,1.43
7,2018-04-28,1,0,4.19,0,0,4.0,3,2,2,1,0,6,1.29
8,April,1,1,4.70,1,0,15.1,11,11,8,2,7,13,1.17
9,2018-05-04,1,0,3.33,0,0,5.0,1,0,0,0,0,4,1.07
10,2018-05-09,0,1,4.30,1,0,5.0,6,5,5,1,0,7,1.09
11,2018-05-14,1,0,3.93,1,0,5.0,5,1,1,1,3,4,1.17
12,2018-05-19,1,0,3.54,0,0,6.1,4,1,1,0,1,4,1.11
13,2018-05-25,0,0,3.21,0,0,7.0,7,1,1,1,0,8,1.09
14,2018-05-31,0,0,3.38,0,0,5.2,5,3,3,2,3,9,1.13
15,May,3,1,2.91,2,0,34.0,28,11,11,5,7,36,1.03
16,2018-06-06,0,0,3.68,0,0,5.1,10,5,4,0,2,3,1.23
17,2018-06-11,1,0,3.90,1,0,6.0,7,4,4,1,1,4,1.24
18,2018-06-16,0,1,4.21,0,0,3.2,6,4,4,2,3,4,1.30
19,2018-06-22,1,0,4.02,0,0,3.1,1,0,0,0,3,4,1.30
20,2018-06-24,1,0,3.96,0,0,1.0,0,0,0,0,1,0,1.29
21,2018-06-28,0,1,3.76,0,0,6.1,7,1,1,1,1,4,1.29
22,June,3,2,4.56,1,0,25.2,31,14,13,4,11,19,1.64
23,2018-07-03,0,0,3.84,1,0,3.0,4,2,2,0,1,3,1.30
24,2018-07-06,0,0,3.75,0,0,2.0,1,1,0,0,2,3,1.31
25,2018-07-11,1,0,3.62,0,0,3.0,1,0,0,0,0,4,1.28
26,2018-07-13,0,0,3.68,0,0,1.0,2,1,1,0,0,1,1.28
27,2018-07-15,0,0,3.61,0,0,1.2,1,0,0,0,1,2,1.28
28,2018-07-21,0,1,3.65,0,0,4.0,2,2,2,0,2,3,1.27
29,2018-07-26,1,0,3.67,0,0,4.1,6,2,2,1,2,0,1.30
30,2018-07-31,1,0,4.02,0,0,5.0,9,6,6,2,0,4,1.32
31,July,3,1,4.88,1,0,24.0,26,14,13,3,8,20,1.42
32,2018-08-05,0,0,4.24,0,0,5.1,6,5,5,2,3,6,1.34
33,2018-08-12,0,0,4.16,0,0,2.0,1,0,0,0,0,1,1.32
34,2018-08-15,1,0,4.01,0,0,4.0,2,0,0,0,0,3,1.29
35,2018-08-20,1,0,3.84,0,0,5.1,2,0,0,0,1,6,1.26
36,2018-08-25,0,0,3.75,1,0,5.0,5,1,1,0,1,2,1.26
37,August,2,0,2.49,1,0,21.2,16,6,6,2,5,18,0.97
38,2018-09-02,1,0,3.68,0,0,5.0,2,1,1,0,1,3,1.23
39,2018-09-08,1,0,3.78,0,0,3.2,6,3,3,1,2,3,1.26
40,2018-09-14,0,0,3.79,0,0,2.0,2,1,1,0,1,2,1.26
41,2018-09-19,1,0,3.88,0,0,4.0,5,3,3,1,2,6,1.28
42,2018-09-24,0,1,3.93,0,0,5.0,5,3,3,0,2,3,1.28
43,2018-09-30,1,0,3.91,0,0,3.0,4,2,1,0,1,2,1.29
44,September,4,1,4.76,0,0,22.2,24,13,12,2,9,19,1.46
