,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-26,1,0,1.50,1,0,6.0,3,1,1,0,2,8,0.83
1,July,1,0,1.50,1,0,6.0,3,1,1,0,2,8,0.83
2,2020-08-01,1,0,0.71,1,0,6.2,3,0,0,0,2,11,0.79
3,2020-08-06,0,1,5.40,1,0,2.1,11,8,8,2,0,4,1.40
4,2020-08-25,0,1,6.06,1,0,1.1,3,2,2,0,5,2,1.78
5,2020-08-30,0,0,5.30,1,0,2.1,2,0,0,0,0,0,1.66
6,August,1,2,7.11,4,0,12.2,19,10,10,2,7,17,2.05
