,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-06-02,1,0,4.76,5.2,5,3,1,3,4,1.41
1,2019-06-09,0,1,4.35,4.2,4,2,1,2,6,1.35
2,2019-06-15,1,0,4.50,5.2,5,3,1,1,3,1.25
3,2019-06-20,0,0,5.57,5.0,8,5,3,3,6,1.48
4,June,2,1,5.57,21.0,22,13,6,9,19,1.48
5,2019-07-02,0,0,5.40,4.0,3,2,1,2,7,1.44
6,2019-07-07,0,0,5.40,3.1,5,2,1,2,4,1.52
7,2019-07-14,0,0,5.51,4.1,7,3,2,1,7,1.56
8,2019-07-25,0,0,5.35,4.1,4,2,0,1,6,1.51
9,2019-07-31,0,1,5.66,4.1,4,4,1,3,0,1.52
10,July,0,1,5.75,20.1,23,13,5,9,24,1.57
11,2019-08-06,0,1,6.22,5.0,10,6,3,1,3,1.60
12,2019-08-12,0,1,6.57,3.0,7,4,1,0,2,1.64
13,2019-08-17,0,0,6.75,4.0,6,4,1,3,5,1.69
14,2019-08-23,0,1,6.67,4.2,7,3,0,2,3,1.71
15,2019-08-30,0,0,6.71,5.0,4,4,2,1,2,1.65
16,August,0,3,8.72,21.2,34,21,7,7,15,1.89
17,2019-09-05,0,0,6.45,5.1,5,2,1,2,2,1.62
18,2019-09-10,0,1,6.94,3.0,4,6,1,2,1,1.64
19,2019-09-17,0,0,7.42,2.2,7,6,1,2,3,1.70
20,2019-09-22,0,0,7.34,2.0,2,1,1,0,2,1.68
21,2019-09-28,0,0,7.11,5.0,3,2,1,2,6,1.64
22,September,0,1,8.50,18.0,21,17,5,8,14,1.61
