,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-30,0,0,1.29,7.0,1,1,0,1,9,0.29
1,March,0,0,1.29,7.0,1,1,0,1,9,0.29
2,2019-04-04,1,0,0.64,7.0,0,0,0,6,8,0.57
3,2019-04-10,0,1,2.29,5.2,10,4,2,1,7,0.97
4,2019-04-15,1,0,2.05,6.2,5,1,0,3,8,1.03
5,2019-04-20,0,0,2.20,6.1,3,2,0,2,10,0.98
6,2019-04-25,1,0,1.99,8.0,4,1,1,6,3,1.03
7,2019-04-30,1,0,2.45,7.0,4,4,1,4,10,1.05
8,April,4,1,2.66,40.2,26,12,4,22,46,1.18
9,2019-05-06,0,1,3.42,5.0,10,7,2,1,7,1.16
10,2019-05-11,0,0,3.02,7.0,2,0,0,3,10,1.11
11,2019-05-16,0,0,3.76,5.0,5,7,2,4,3,1.16
12,2019-05-21,0,1,3.95,6.0,4,4,1,4,5,1.17
13,2019-05-26,0,1,3.87,6.0,4,2,1,1,8,1.15
14,2019-05-31,0,1,3.76,7.0,9,2,0,1,8,1.17
15,May,0,4,5.50,36.0,34,22,6,14,41,1.33
16,2019-06-06,0,1,3.93,8.0,5,5,3,3,7,1.16
17,2019-06-11,0,0,3.71,7.2,6,1,0,5,6,1.18
18,2019-06-16,1,0,3.41,9.0,4,0,0,0,8,1.12
19,2019-06-21,0,0,3.69,4.0,10,5,2,1,5,1.18
20,2019-06-26,1,0,3.55,6.2,3,1,0,1,12,1.14
21,June,2,1,3.06,35.1,28,12,5,10,38,1.08
22,2019-07-02,1,0,3.74,6.0,11,5,2,1,6,1.18
23,2019-07-07,1,0,3.61,7.0,4,1,0,3,9,1.17
24,2019-07-13,0,1,3.65,6.0,6,3,3,3,11,1.19
25,2019-07-18,1,0,3.67,6.2,5,3,2,2,10,1.18
26,2019-07-23,0,0,3.49,7.2,3,0,0,3,9,1.16
27,2019-07-28,0,1,3.79,4.1,9,7,0,4,6,1.21
28,July,3,2,4.54,37.2,38,19,7,16,51,1.43
29,2019-08-03,0,0,3.85,4.2,7,3,0,3,4,1.24
30,2019-08-09,1,0,3.74,7.0,3,1,1,2,11,1.22
31,2019-08-14,0,1,4.12,4.1,8,9,2,2,4,1.25
32,2019-08-19,0,1,4.06,7.0,5,2,1,1,11,1.23
33,2019-08-25,0,1,4.34,3.0,8,7,0,2,2,1.26
34,2019-08-31,0,1,4.53,4.0,7,6,2,3,5,1.29
35,August,1,4,8.40,30.0,38,28,6,13,37,1.70
36,2019-09-04,0,0,4.60,5.0,6,4,2,2,6,1.30
37,2019-09-10,0,0,4.55,6.1,3,2,2,3,8,1.29
38,2019-09-15,1,0,4.41,8.0,4,1,0,1,9,1.26
39,2019-09-22,0,1,4.48,7.0,6,5,2,0,8,1.25
40,September,1,1,4.10,26.1,19,12,6,6,31,0.95
