,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-04,0,0,0.00,1,0,5.0,3,0,0,0,3,2,1.20
1,2019-04-10,1,0,0.82,1,0,6.0,3,1,1,1,1,10,0.91
2,2019-04-19,1,0,0.53,1,0,6.0,4,0,0,0,1,6,0.88
3,2019-04-24,0,1,2.05,1,0,5.0,8,5,4,2,0,3,1.05
4,2019-04-30,0,0,2.42,1,0,4.0,3,2,2,0,4,5,1.15
5,April,2,1,2.42,5,0,26.0,21,8,7,3,9,26,1.15
6,2019-05-05,0,0,2.20,1,0,6.2,5,1,1,0,3,3,1.16
7,2019-05-11,1,0,2.09,1,0,6.0,1,1,1,0,3,6,1.09
8,2019-05-17,1,0,1.97,1,0,7.0,5,1,1,1,1,12,1.05
9,2019-05-23,1,0,2.81,1,0,5.2,7,6,6,0,1,6,1.09
10,2019-05-28,0,1,3.09,1,0,4.0,3,3,3,1,2,3,1.10
11,May,3,1,3.68,5,0,29.1,21,12,12,2,10,30,1.06
12,2019-06-02,0,1,3.38,1,0,6.0,8,4,4,1,1,5,1.14
13,2019-06-08,0,0,3.64,1,0,3.0,5,3,3,1,4,5,1.23
14,2019-06-29,0,1,3.71,1,0,6.0,5,3,3,1,2,5,1.22
15,June,0,2,6.00,3,0,15.0,18,10,10,3,7,15,1.67
16,2019-07-04,0,1,4.36,1,0,4.0,10,7,7,3,1,7,1.30
17,2019-07-13,0,1,5.16,1,0,0.2,4,7,7,1,4,2,1.40
18,2019-07-19,0,0,4.91,1,0,5.2,7,1,1,1,1,7,1.40
19,2019-07-24,0,1,5.36,1,0,1.2,7,8,5,3,1,3,1.47
20,2019-07-31,1,0,5.15,1,0,5.0,3,1,1,0,2,4,1.44
21,July,1,3,11.12,5,0,17.0,31,24,21,8,9,23,2.35
22,2019-08-05,1,0,4.97,1,0,5.0,2,3,1,2,2,1,1.41
23,2019-08-11,0,1,4.71,1,0,7.0,3,1,1,0,4,9,1.38
24,2019-08-17,0,0,4.96,1,0,4.0,7,5,5,2,3,4,1.42
25,2019-08-23,1,0,4.69,1,0,6.0,0,0,0,0,2,5,1.36
26,2019-08-28,1,0,4.55,1,0,5.1,6,1,1,1,1,9,1.36
27,August,3,1,2.63,5,0,27.1,18,10,8,5,12,28,1.10
28,2019-09-03,1,0,4.46,1,0,6.1,6,2,2,1,0,2,1.34
29,2019-09-09,0,0,4.38,1,0,4.1,4,1,1,0,3,3,1.35
30,2019-09-14,1,0,4.25,1,0,6.0,6,2,1,1,0,4,1.33
31,2019-09-19,0,0,4.17,1,0,4.2,3,1,1,1,3,9,1.33
32,2019-09-25,1,0,4.15,1,0,5.0,3,2,2,1,2,6,1.32
33,September,3,0,2.39,5,0,26.1,22,8,7,4,8,24,1.14
