,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-08-15,0,1,10.80,1,0,1.2,5,6,2,1,3,1,4.80
1,2021-08-22,0,0,3.00,1,0,4.1,4,1,0,0,1,1,2.17
2,August,0,1,3.00,2,0,6.0,9,7,2,1,4,2,2.17
3,2021-09-08,1,0,2.25,0,0,2.0,1,0,0,0,0,1,1.75
4,2021-09-11,0,0,2.25,0,0,4.0,2,1,1,0,1,2,1.42
5,2021-09-17,0,0,2.03,0,0,1.1,0,0,0,0,3,0,1.50
6,2021-09-20,1,0,1.76,0,0,2.0,1,0,0,0,0,3,1.37
7,2021-09-25,1,0,1.50,0,0,2.2,3,1,0,0,2,0,1.44
8,2021-09-30,0,0,1.77,0,0,2.1,1,1,1,0,0,2,1.33
9,September,3,0,1.26,0,0,14.1,8,3,2,0,6,8,0.98
10,2021-10-03,0,0,2.11,0,0,1.0,3,1,1,0,1,0,1.45
11,October,0,0,9.00,0,0,1.0,3,1,1,0,1,0,4.00
