,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-25,1,0,1.29,7.0,5,1,0,2,4,1.00
1,July,1,0,1.29,7.0,5,1,0,2,4,1.00
2,2020-08-05,1,0,2.08,6.0,6,2,1,2,2,1.15
3,2020-08-11,0,0,2.89,5.2,8,3,0,1,2,1.29
4,2020-08-16,1,0,2.81,7.0,6,2,0,1,4,1.21
5,2020-08-22,0,0,2.76,7.0,5,2,1,0,8,1.10
6,2020-08-28,0,0,2.58,5.2,7,1,0,1,3,1.15
7,August,2,0,2.87,31.1,32,10,2,5,19,1.18
8,2020-09-02,1,0,2.20,6.2,3,0,0,2,6,1.09
9,2020-09-07,0,0,2.47,6.0,8,3,0,0,7,1.12
10,2020-09-16,0,0,2.62,7.1,7,3,1,0,2,1.10
11,2020-09-21,0,1,2.67,5.2,5,2,0,3,7,1.13
12,2020-09-26,0,1,2.92,7.0,7,4,0,4,8,1.17
13,September,1,2,3.31,32.2,30,12,1,9,30,1.19
