,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,1,9.00,0,0,1.0,1,1,1,1,0,1,1.00
1,2021-04-02,0,0,4.50,0,0,1.0,0,0,0,0,1,1,1.00
2,2021-04-06,0,0,3.00,0,0,1.0,1,0,0,0,1,0,1.33
3,2021-04-08,0,0,2.25,0,0,1.0,0,0,0,0,0,1,1.00
4,2021-04-10,0,0,1.80,0,1,1.0,0,0,0,0,0,1,0.80
5,2021-04-12,1,0,1.42,0,0,1.1,0,0,0,0,1,1,0.79
6,2021-04-14,0,0,1.23,0,1,1.0,0,0,0,0,0,2,0.68
7,2021-04-16,0,0,1.08,0,1,1.0,1,0,0,0,0,1,0.72
8,2021-04-17,1,0,0.96,0,0,1.0,2,1,0,0,0,1,0.86
9,2021-04-21,0,0,0.87,0,1,1.0,0,0,0,0,0,1,0.77
10,2021-04-24,0,0,1.59,0,0,1.0,2,1,1,1,0,0,0.88
11,2021-04-28,0,0,1.46,0,0,1.0,1,0,0,0,0,0,0.89
12,2021-04-30,0,1,2.19,0,0,0.0,1,2,1,1,0,0,0.97
13,April,2,2,2.19,0,4,12.1,9,5,3,3,3,10,0.97
14,2021-05-06,0,0,2.03,0,1,1.0,1,0,0,0,0,1,0.98
15,2021-05-09,0,0,1.88,0,0,1.0,0,0,0,0,0,3,0.91
16,2021-05-12,0,0,1.76,0,1,1.0,1,0,0,0,0,1,0.91
17,2021-05-16,0,0,1.65,0,1,1.0,1,0,0,0,0,1,0.92
18,2021-05-19,0,0,1.53,0,1,1.1,2,0,0,0,0,2,0.96
19,2021-05-21,0,0,1.45,0,0,1.0,0,0,0,0,0,0,0.91
20,2021-05-22,1,0,1.37,0,0,1.0,0,0,0,0,1,1,0.92
21,2021-05-26,0,0,1.31,0,1,1.0,0,0,0,0,0,2,0.87
22,2021-05-27,0,1,1.66,0,0,1.0,1,1,1,0,1,2,0.92
23,May,1,1,0.96,0,5,9.1,6,1,1,0,2,13,0.86
24,2021-06-02,0,1,2.86,0,0,0.1,3,3,3,0,2,0,1.14
25,2021-06-05,0,0,2.74,0,0,1.0,0,1,0,0,0,0,1.09
26,2021-06-06,0,0,2.63,0,1,1.0,0,0,0,0,0,0,1.04
27,2021-06-10,0,0,2.52,0,0,1.0,0,0,0,0,0,0,1.00
28,2021-06-11,0,0,2.42,0,1,1.0,1,0,0,0,1,2,1.04
29,2021-06-15,0,1,2.77,0,0,0.0,1,1,1,1,0,0,1.08
30,2021-06-20,0,0,2.67,0,0,1.0,0,0,0,0,0,0,1.04
31,2021-06-22,0,1,2.89,0,0,1.0,2,1,1,0,0,2,1.07
32,2021-06-26,0,0,2.79,0,1,1.0,1,0,0,0,0,2,1.07
33,2021-06-30,0,0,2.70,0,0,1.0,0,0,0,0,0,2,1.03
34,June,0,3,5.40,0,3,8.1,8,6,5,1,3,8,1.32
35,2021-07-03,0,0,2.61,0,1,1.0,1,0,0,0,0,1,1.03
36,2021-07-04,0,0,3.66,0,0,1.0,4,4,4,0,3,1,1.22
37,2021-07-06,0,0,3.55,0,0,1.0,2,0,0,0,1,0,1.27
38,2021-07-10,0,0,3.44,0,0,1.0,0,0,0,0,0,1,1.24
39,2021-07-17,0,1,3.67,0,0,0.1,1,2,1,1,0,0,1.25
40,2021-07-21,0,0,3.57,0,1,1.0,0,0,0,0,0,0,1.22
41,2021-07-24,0,0,3.47,0,1,1.0,0,0,0,0,1,1,1.21
42,2021-07-31,0,0,3.62,0,0,1.0,1,1,1,1,0,1,1.21
43,July,0,1,7.36,0,3,7.1,9,7,6,2,5,5,1.91
44,2021-08-04,0,0,3.52,0,0,1.0,0,0,0,0,0,1,1.17
45,2021-08-05,0,0,3.49,0,0,0.1,0,0,0,0,1,1,1.19
46,2021-08-08,0,0,3.38,0,0,1.1,0,0,0,0,0,3,1.15
47,2021-08-10,0,0,3.35,0,0,0.1,0,0,0,0,0,0,1.14
48,2021-08-14,0,0,3.27,0,0,1.0,1,0,0,0,0,1,1.14
49,2021-08-16,0,1,3.61,0,0,1.0,3,2,2,0,0,2,1.18
50,2021-08-20,0,0,3.53,0,0,1.0,0,0,0,0,0,2,1.15
51,2021-08-23,0,0,3.68,0,0,0.2,2,2,1,0,1,1,1.20
52,2021-08-27,0,0,3.60,0,0,1.0,1,0,0,0,0,1,1.20
53,2021-08-31,0,0,3.52,0,0,1.0,0,0,0,0,0,0,1.17
54,August,0,1,3.12,0,0,8.2,7,4,3,0,2,12,1.04
55,2021-09-01,0,0,3.47,0,0,0.2,1,0,0,0,0,1,1.18
56,2021-09-03,0,0,3.42,0,0,0.2,0,0,0,0,0,0,1.16
57,2021-09-07,0,0,3.54,0,0,1.0,1,1,1,1,0,0,1.16
58,2021-09-08,0,0,3.88,0,0,0.1,2,2,2,0,0,1,1.19
59,2021-09-13,0,0,3.81,0,0,1.0,0,0,0,0,0,1,1.17
60,2021-09-14,0,0,3.73,0,0,1.0,0,0,0,0,1,2,1.16
61,2021-09-16,0,0,3.61,0,0,1.2,1,0,0,0,1,2,1.17
62,2021-09-18,0,1,3.88,0,0,1.0,2,3,2,1,0,1,1.18
63,2021-09-22,1,0,3.76,0,0,1.2,0,0,0,0,0,0,1.15
64,2021-09-24,0,0,4.39,0,0,0.1,3,4,4,0,1,0,1.21
65,2021-09-28,0,0,4.31,0,0,1.0,0,0,0,0,0,2,1.19
66,September,1,1,7.84,0,0,10.1,10,10,9,2,3,10,1.26
67,2021-10-01,0,0,4.21,0,0,1.1,0,0,0,0,0,2,1.16
68,October,0,0,0.00,0,0,1.1,0,0,0,0,0,2,0.00
