,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-05-10,1,0,2.25,0,0,4.0,5,1,1,0,3,1,2.00
1,2021-05-20,0,0,3.00,0,0,2.0,2,1,1,1,0,3,1.67
2,2021-05-30,1,0,2.00,0,0,3.0,0,0,0,0,1,4,1.22
3,May,2,0,2.00,0,0,9.0,7,2,2,1,4,8,1.22
4,2021-06-03,0,0,2.31,0,0,2.2,3,1,1,0,1,3,1.29
5,2021-06-12,0,0,2.30,0,0,4.0,2,1,1,1,0,2,1.09
6,2021-06-16,0,0,2.00,0,0,2.1,2,0,0,0,0,3,1.06
7,2021-06-20,0,0,1.74,0,0,2.2,2,0,0,0,1,4,1.06
8,2021-06-25,0,1,2.05,0,0,1.1,3,1,1,0,2,1,1.23
9,2021-06-28,1,0,1.98,0,0,5.1,2,1,1,1,1,5,1.10
10,June,1,1,1.96,0,0,18.1,14,4,4,2,5,18,1.04
11,2021-07-05,0,1,2.37,1,0,3.0,3,2,2,1,4,3,1.22
12,2021-07-11,1,0,2.29,1,0,5.0,3,1,1,0,2,4,1.19
13,2021-07-20,0,1,2.85,1,0,5.2,3,4,4,1,1,4,1.12
14,2021-07-27,0,1,3.45,1,0,3.1,6,8,4,1,2,4,1.22
15,July,1,3,5.82,4,0,17.0,15,15,11,3,9,15,1.41
16,2021-08-03,1,0,3.60,1,0,5.2,6,3,3,1,1,6,1.22
17,2021-08-10,0,1,3.90,1,0,5.1,7,4,4,0,1,2,1.25
18,2021-08-16,0,1,3.88,1,0,5.0,4,2,2,1,3,6,1.26
19,2021-08-22,0,1,4.06,1,0,4.0,6,3,3,1,2,4,1.31
20,2021-08-28,0,0,4.10,1,0,3.2,4,2,2,0,3,2,1.34
21,August,1,3,5.32,5,0,23.2,27,14,14,3,10,20,1.56
22,2021-09-04,1,0,3.74,1,0,9.0,5,1,1,0,0,8,1.25
23,2021-09-11,1,0,3.59,1,0,5.2,3,1,1,0,3,7,1.23
24,2021-09-18,0,1,3.67,1,0,5.2,6,3,3,1,2,3,1.25
25,2021-09-24,0,0,3.86,1,0,5.0,5,4,4,1,1,1,1.24
26,September,2,1,3.20,4,0,25.1,19,9,9,2,6,19,0.99
27,2021-10-01,1,0,3.75,1,0,5.0,3,1,1,0,2,5,1.23
28,October,1,0,1.80,1,0,5.0,3,1,1,0,2,5,1.00
