,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,7.71,2.1,4,2,1,1,2,2.14
1,2021-04-06,0,0,8.31,2.0,2,2,0,1,2,1.85
2,2021-04-09,0,0,6.75,1.0,0,0,0,1,1,1.69
3,2021-04-12,0,1,5.40,3.0,1,1,1,2,7,1.44
4,2021-04-15,0,0,5.19,0.1,1,0,0,1,1,1.62
5,2021-04-17,0,0,5.59,1.0,2,1,0,0,0,1.66
6,2021-04-20,0,0,7.59,1.0,3,3,2,3,3,2.06
7,2021-04-25,0,0,6.94,1.0,0,0,0,0,1,1.89
8,April,0,1,6.94,11.2,13,9,4,9,17,1.89
9,2021-05-01,0,0,6.08,1.2,3,0,0,1,2,1.95
10,2021-05-06,1,0,5.28,2.0,0,0,0,1,1,1.76
11,2021-05-09,0,0,4.67,2.0,2,0,0,1,1,1.73
12,2021-05-14,0,0,4.19,2.0,1,0,0,0,1,1.60
13,2021-05-19,0,0,3.80,2.0,1,0,0,1,1,1.55
14,2021-05-21,1,0,3.63,1.0,1,0,0,1,2,1.57
15,2021-05-27,0,0,4.38,2.1,2,3,0,3,3,1.62
16,2021-05-30,0,0,4.21,1.0,1,0,0,0,1,1.60
17,May,2,0,1.93,14.0,11,3,0,8,12,1.36
18,2021-06-02,0,0,4.55,2.0,4,2,1,0,4,1.63
19,2021-06-06,0,0,4.25,2.0,1,0,0,1,1,1.58
20,2021-06-08,0,0,4.99,1.0,4,3,1,0,2,1.66
21,2021-06-12,0,0,5.12,1.0,1,1,1,0,2,1.64
22,2021-06-16,0,0,5.13,1.2,1,1,1,0,1,1.59
23,2021-06-20,0,0,4.84,2.0,2,0,0,0,1,1.56
24,2021-06-22,0,1,5.75,0.2,2,4,1,3,2,1.67
25,2021-06-30,0,0,5.59,1.0,1,0,0,0,1,1.65
26,June,0,1,8.74,11.1,16,11,5,4,14,1.76
27,2021-07-02,0,1,5.40,1.1,1,0,0,1,0,1.64
28,2021-07-05,0,0,5.22,1.1,0,0,0,0,1,1.59
29,2021-07-07,0,0,5.09,1.0,0,0,0,1,2,1.57
30,2021-07-10,0,0,4.89,1.2,1,0,0,0,1,1.54
31,2021-07-18,0,0,4.74,1.1,0,0,0,0,2,1.49
32,2021-07-22,0,0,4.70,2.1,0,1,0,1,1,1.43
33,2021-07-25,0,0,4.41,3.0,0,0,0,1,3,1.37
34,2021-07-31,0,0,4.44,3.2,3,2,1,1,3,1.35
35,July,0,1,1.72,15.2,5,3,1,5,13,0.64
36,2021-08-05,0,0,4.13,4.0,3,0,0,2,4,1.34
37,2021-08-11,0,0,4.01,4.0,2,1,0,4,3,1.35
38,2021-08-17,0,1,3.97,5.0,5,2,0,0,2,1.32
39,2021-08-24,1,0,4.08,5.0,5,3,2,2,6,1.33
40,2021-08-29,1,0,3.96,6.2,6,2,1,0,6,1.29
41,August,2,1,2.92,24.2,21,8,3,8,21,1.18
42,2021-09-05,1,0,3.95,7.0,7,3,2,0,4,1.27
43,2021-09-12,1,0,3.99,6.0,5,3,2,0,2,1.24
44,2021-09-17,0,1,4.52,3.1,8,7,0,3,4,1.31
45,2021-09-22,0,0,4.55,5.1,4,3,0,4,3,1.32
46,2021-09-29,0,1,4.66,5.1,6,4,0,1,2,1.32
47,September,2,2,6.67,27.0,30,20,4,8,15,1.41
