,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-04,0,1,3.60,5.0,4,2,1,2,4,1.20
1,2021-04-10,1,0,1.80,5.0,6,0,0,4,3,1.60
2,2021-04-16,0,1,3.14,4.1,5,3,1,1,3,1.53
3,2021-04-21,0,0,3.32,4.2,5,2,0,2,2,1.53
4,2021-04-27,1,0,3.65,5.2,5,3,1,1,7,1.42
5,April,2,2,3.65,24.2,25,10,3,10,19,1.42
6,2021-05-03,0,1,3.52,6.0,4,2,1,1,2,1.30
7,2021-05-08,1,0,3.44,6.0,5,2,1,0,10,1.23
8,2021-05-14,0,1,3.63,3.0,2,2,0,5,3,1.31
9,2021-05-21,0,1,4.53,4.0,5,6,3,4,4,1.40
10,2021-05-27,0,0,4.07,5.0,1,0,0,1,4,1.29
11,May,1,3,4.50,24.0,17,12,5,11,23,1.17
12,2021-06-01,0,0,3.86,5.0,5,1,1,2,6,1.30
13,2021-06-08,1,0,3.66,5.1,5,1,0,3,4,1.32
14,2021-06-13,0,0,3.62,5.2,7,2,1,0,2,1.31
15,2021-06-19,0,0,3.95,6.0,9,5,0,2,2,1.36
16,2021-06-26,0,0,4.16,5.0,5,4,1,4,4,1.39
17,June,1,0,4.33,27.0,31,13,3,11,18,1.56
18,2021-07-02,1,0,3.94,6.2,4,1,0,2,5,1.35
19,2021-07-08,0,0,3.74,4.1,5,0,0,4,6,1.38
20,2021-07-16,0,0,3.97,4.0,4,4,0,3,1,1.40
21,2021-07-23,1,0,3.88,2.0,2,0,0,1,2,1.40
22,2021-07-28,1,0,3.69,5.0,2,0,0,1,2,1.36
23,July,3,0,2.05,22.0,17,5,0,11,16,1.27
24,2021-08-03,0,0,3.55,6.1,0,1,0,5,4,1.33
25,2021-08-22,0,0,3.44,3.1,3,0,0,2,2,1.33
26,2021-08-28,0,1,3.69,5.0,6,5,0,3,4,1.35
27,August,0,1,3.68,14.2,9,6,0,10,10,1.30
28,2021-09-04,1,0,3.41,9.0,3,0,0,0,7,1.28
29,2021-09-10,1,0,3.25,6.0,1,0,0,5,5,1.26
30,2021-09-17,0,0,3.43,4.0,7,4,1,2,3,1.29
31,2021-09-23,0,0,3.34,6.0,5,1,0,2,3,1.29
32,2021-09-29,1,0,3.22,5.0,3,0,0,2,1,1.28
33,September,3,0,1.50,30.0,19,5,1,11,19,1.00
