,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-28,0,0,0.00,2.0,0,0,0,1,2,0.50
1,July,0,0,0.00,2.0,0,0,0,1,2,0.50
2,2020-08-01,0,1,6.00,4.0,3,4,0,5,1,1.50
3,2020-08-07,1,0,5.56,5.1,6,3,1,2,5,1.50
4,2020-08-12,0,0,6.06,5.0,6,4,2,4,4,1.65
5,2020-08-17,0,1,7.52,4.0,7,6,1,1,2,1.72
6,2020-08-22,0,1,9.25,4.0,11,8,1,0,2,1.89
7,August,1,3,10.07,22.1,33,25,5,12,14,2.01
8,2020-09-01,0,0,8.59,5.0,5,3,0,1,2,1.77
9,2020-09-06,0,1,8.07,6.1,3,4,2,4,4,1.65
10,2020-09-11,0,0,7.80,7.0,9,5,2,2,5,1.64
11,2020-09-17,0,1,7.07,7.0,3,2,1,1,2,1.49
12,2020-09-22,0,1,7.08,5.0,10,4,1,0,3,1.54
13,2020-09-27,0,0,7.02,3.0,4,2,1,2,4,1.56
14,September,0,3,5.40,33.1,34,20,7,10,20,1.32
