,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-30,1,0,4.76,5.2,6,3,1,1,6,1.24
1,March,1,0,4.76,5.2,6,3,1,1,6,1.24
2,2019-04-04,0,0,4.63,6.0,6,3,0,3,8,1.37
3,2019-04-09,0,1,5.74,4.0,8,4,1,1,6,1.60
4,2019-04-14,0,0,6.14,6.1,8,5,1,1,4,1.55
5,2019-04-19,0,1,6.26,5.1,6,4,2,2,2,1.54
6,2019-04-24,1,0,5.57,5.0,4,1,0,2,6,1.48
7,April,1,2,5.74,26.2,32,17,4,9,26,1.54
8,2019-05-01,1,0,5.12,6.1,6,2,0,2,2,1.45
9,2019-05-06,0,1,5.52,5.1,9,5,3,2,3,1.52
10,2019-05-12,0,1,5.77,4.1,3,4,0,5,4,1.55
11,2019-05-18,0,1,5.69,7.0,6,4,2,2,6,1.50
12,2019-05-25,0,0,5.58,6.0,6,3,0,2,7,1.48
13,2019-05-30,1,0,5.35,6.0,4,2,2,2,7,1.44
14,May,2,3,5.14,35.0,34,20,7,15,29,1.40
15,2019-06-05,0,1,5.63,4.2,8,5,0,3,5,1.50
16,2019-06-11,0,0,5.35,7.0,5,2,2,0,5,1.43
17,2019-06-16,0,0,5.33,3.2,5,2,1,3,5,1.46
18,2019-06-21,0,0,5.18,6.0,6,2,1,2,8,1.45
19,2019-06-26,0,1,5.23,6.0,9,4,2,1,4,1.47
20,June,0,2,4.94,27.1,33,15,6,9,27,1.54
21,2019-07-02,0,1,5.53,4.2,6,6,0,2,4,1.48
22,2019-07-07,0,0,5.33,7.0,5,2,2,2,6,1.45
23,2019-07-15,1,0,5.08,7.0,5,1,1,2,10,1.42
24,2019-07-20,1,0,4.83,6.0,2,0,0,3,7,1.39
25,2019-07-26,0,1,5.03,6.0,10,6,1,2,5,1.42
26,2019-07-31,0,1,5.03,7.0,6,4,2,2,6,1.41
27,July,2,3,4.54,37.2,34,19,6,13,38,1.25
28,2019-08-06,1,0,4.88,6.0,7,1,0,1,4,1.40
29,2019-08-11,1,0,4.80,6.0,6,2,1,0,6,1.39
30,2019-08-17,0,1,4.78,6.1,7,3,0,1,6,1.38
31,2019-08-23,0,1,4.89,4.0,6,4,1,2,4,1.40
32,2019-08-28,0,0,4.93,6.0,7,4,2,1,5,1.39
33,August,2,2,4.45,28.1,33,14,4,5,25,1.34
34,2019-09-04,1,0,4.94,7.0,7,4,0,1,4,1.38
35,2019-09-10,0,1,5.06,5.0,6,5,2,3,7,1.40
36,2019-09-15,0,1,5.24,2.2,7,5,1,2,2,1.43
37,September,1,2,8.59,14.2,20,14,3,6,13,1.77
