,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-04-06,1,0,0.00,2.0,2,0,0,1,1,1.50
1,2019-04-14,0,0,9.00,2.0,4,4,1,1,1,2.00
2,2019-04-16,0,0,6.00,2.0,1,0,0,0,3,1.50
3,2019-04-20,0,0,5.63,2.0,1,1,1,0,3,1.25
4,2019-04-28,0,1,5.40,2.0,2,1,1,0,2,1.20
5,April,1,1,5.40,10.0,10,6,3,2,10,1.20
6,2019-05-01,0,0,4.91,1.0,0,0,0,1,0,1.18
7,2019-05-02,0,0,4.50,1.0,2,0,0,0,1,1.25
8,2019-05-10,0,0,4.20,3.0,4,1,0,1,6,1.33
9,2019-05-17,0,0,4.02,0.2,0,0,0,0,1,1.28
10,2019-05-18,0,0,3.57,2.0,1,0,0,1,2,1.25
11,2019-05-24,1,0,3.50,0.1,0,0,0,0,0,1.22
12,2019-05-26,0,0,4.05,2.0,3,2,2,0,2,1.25
13,2019-05-28,0,0,3.92,0.2,0,0,0,0,1,1.21
14,May,1,0,2.53,10.2,10,3,2,3,13,1.22
15,2019-06-02,0,0,4.24,2.2,4,2,0,1,1,1.29
16,2019-06-06,0,0,4.07,1.0,0,0,0,0,3,1.23
17,2019-06-07,0,0,4.97,1.0,4,3,0,0,2,1.34
18,2019-06-11,0,0,4.85,0.2,0,0,0,0,2,1.31
19,2019-06-13,0,0,4.78,0.1,1,0,0,0,1,1.33
20,2019-06-14,0,0,5.20,1.1,3,2,0,0,1,1.37
21,2019-06-19,0,0,5.02,1.0,0,0,0,2,1,1.40
22,2019-06-23,0,1,5.28,0.1,2,1,0,2,0,1.52
23,June,0,1,8.64,8.1,14,8,0,5,11,2.28
24,2019-07-07,0,0,5.40,1.0,1,1,1,0,1,1.50
25,2019-07-12,0,0,5.52,1.0,2,1,0,0,1,1.52
26,2019-07-16,0,0,5.63,1.0,2,1,0,0,2,1.53
27,2019-07-20,0,0,5.45,1.0,1,0,0,0,2,1.52
28,2019-07-26,0,0,5.40,0.1,0,0,0,0,1,1.50
29,2019-07-28,0,0,5.09,2.0,0,0,0,0,2,1.42
30,July,0,0,4.26,6.1,6,3,1,0,9,0.95
31,2019-08-03,0,0,4.95,1.0,2,0,0,0,2,1.43
32,2019-08-06,0,0,4.82,1.0,0,0,0,0,0,1.39
33,2019-08-10,0,0,4.58,2.0,1,0,0,0,1,1.35
34,2019-08-13,0,0,4.46,1.0,1,0,0,0,2,1.34
35,2019-08-15,0,0,4.35,1.0,1,0,0,0,1,1.33
36,2019-08-16,0,0,4.25,1.0,0,0,0,0,2,1.30
37,2019-08-20,0,0,4.15,1.0,1,0,0,1,0,1.32
38,2019-08-23,1,0,4.09,0.2,1,0,0,0,1,1.32
39,2019-08-24,0,0,4.67,0.1,2,3,0,1,0,1.38
40,2019-08-26,0,0,4.57,1.0,0,0,0,0,2,1.35
41,2019-08-28,0,0,4.70,0.2,2,1,1,0,1,1.37
42,2019-08-31,0,0,4.60,1.0,0,0,0,0,1,1.34
43,August,1,0,3.09,11.2,11,4,1,2,13,1.11
44,2019-09-02,0,1,4.84,1.1,0,2,0,2,3,1.34
45,2019-09-05,0,1,5.18,0.1,1,2,1,1,1,1.38
46,2019-09-12,0,0,5.84,0.2,4,4,2,0,0,1.44
47,2019-09-20,0,0,5.72,1.0,0,0,0,1,2,1.43
48,2019-09-26,0,0,5.61,1.0,0,0,0,0,1,1.40
49,September,0,2,16.62,4.1,5,8,3,4,7,2.08
