,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-28,0,0,0.00,0,0,1.0,1,0,0,0,0,1,1.00
1,2019-03-30,0,0,0.00,0,0,1.2,0,0,0,0,2,1,1.13
2,March,0,0,0.00,0,0,2.2,1,0,0,0,2,2,1.13
3,2019-04-04,1,0,1.80,0,0,2.1,2,1,1,0,3,3,1.60
4,2019-04-07,0,0,1.29,0,0,2.0,0,0,0,0,1,2,1.29
5,2019-04-12,0,0,2.57,0,0,0.0,2,1,1,0,0,0,1.57
6,2019-04-14,1,0,2.25,0,0,1.0,0,0,0,0,1,0,1.50
7,2019-04-21,0,0,4.15,0,0,0.2,2,2,2,0,0,1,1.62
8,2019-04-23,0,0,4.09,0,0,2.1,2,1,1,0,2,3,1.64
9,2019-04-25,0,0,5.25,0,0,1.0,3,2,2,0,1,1,1.83
10,April,2,0,6.75,0,0,9.1,11,7,7,0,8,10,2.04
11,2019-05-16,0,0,4.85,0,0,1.0,2,0,0,0,0,1,1.85
12,2019-05-18,0,0,4.50,0,0,3.0,2,1,1,1,1,2,1.69
13,2019-05-26,0,1,6.75,0,0,0.0,4,4,4,0,0,0,1.94
14,2019-05-28,0,0,6.50,0,0,2.0,3,1,1,0,1,0,1.94
15,2019-05-30,0,0,6.30,0,0,2.0,2,1,1,1,0,4,1.85
16,May,0,1,7.88,0,0,8.0,13,7,7,2,2,7,1.88
17,2019-06-02,0,0,6.10,0,0,0.2,0,0,0,0,2,1,1.89
18,2019-06-05,1,0,5.82,0,0,1.0,0,0,0,0,0,0,1.80
19,2019-06-08,1,0,5.47,0,0,3.0,2,1,1,1,1,3,1.70
20,2019-06-13,0,0,5.40,0,0,0.1,1,0,0,0,0,1,1.72
21,2019-06-14,0,0,5.19,0,0,1.0,0,0,0,0,0,1,1.65
22,2019-06-16,0,0,6.23,0,0,0.0,2,3,3,0,3,0,1.85
23,June,2,0,6.00,0,0,6.0,5,4,4,1,6,6,1.83
24,2019-09-01,0,0,5.93,0,0,1.1,1,0,0,0,1,2,1.83
25,2019-09-07,0,0,5.72,0,0,1.0,1,0,0,0,2,1,1.87
26,2019-09-13,0,0,6.75,0,0,1.0,4,4,4,1,0,0,1.94
27,2019-09-21,0,0,6.82,0,0,1.0,2,1,1,0,2,2,2.01
28,2019-09-24,0,0,6.40,0,0,2.0,0,0,0,0,0,2,1.89
29,September,0,0,7.11,0,0,6.1,8,5,5,1,5,7,2.05
