,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-01,0,0,0.00,1,0,4.0,6,0,0,0,4,3,2.50
1,2019-04-07,0,0,1.64,1,0,7.0,4,2,2,0,2,2,1.45
2,2019-04-13,0,0,4.38,1,0,1.1,5,4,4,0,2,0,1.86
3,April,0,0,4.38,3,0,12.1,15,6,6,0,8,5,1.86
4,2019-05-06,0,0,3.77,0,0,2.0,1,0,0,0,0,2,1.67
5,2019-05-09,0,0,3.52,0,0,1.0,2,0,0,0,0,1,1.70
6,2019-05-10,0,0,3.31,0,0,1.0,1,0,0,0,0,1,1.65
7,2019-05-12,0,0,3.18,0,0,0.2,2,0,0,0,0,1,1.71
8,2019-05-16,0,0,3.00,0,0,1.0,1,0,0,0,0,0,1.67
9,2019-05-18,0,0,2.75,0,0,1.2,0,0,0,0,0,2,1.53
10,2019-05-20,0,0,2.61,0,1,1.0,0,0,0,0,0,1,1.45
11,2019-05-23,0,0,2.86,0,0,1.1,2,1,1,1,0,1,1.45
12,2019-05-24,0,0,3.13,0,0,1.0,1,1,1,1,0,2,1.43
13,2019-05-29,0,0,2.96,0,0,1.1,1,0,0,0,1,1,1.44
14,May,0,0,1.50,0,1,12.0,11,2,2,2,1,12,1.00
15,2019-06-01,0,0,2.92,0,0,0.1,1,0,0,0,0,1,1.46
16,2019-06-02,0,0,2.88,0,0,0.1,2,0,0,0,0,0,1.52
17,2019-06-04,0,0,2.81,0,0,0.2,0,0,0,0,1,1,1.52
18,2019-06-06,0,0,2.70,0,0,1.0,1,1,0,0,0,1,1.50
19,2019-06-08,0,0,2.70,0,0,0.0,1,0,0,0,0,0,1.54
20,2019-06-10,1,0,2.30,0,0,4.2,1,0,0,0,0,6,1.34
21,2019-06-15,0,0,2.12,1,0,2.2,3,2,0,0,2,3,1.38
22,2019-06-25,0,0,2.06,0,0,1.0,2,0,0,0,0,2,1.40
23,2019-06-26,0,0,2.00,0,0,1.0,1,0,0,0,0,0,1.39
24,2019-06-29,1,0,1.93,0,0,1.1,1,0,0,0,0,1,1.37
25,2019-06-30,0,1,2.61,0,0,0.2,2,3,3,1,0,0,1.39
26,June,2,1,1.98,1,0,13.2,15,6,3,1,3,15,1.32
27,2019-07-03,0,0,2.48,0,0,2.0,0,0,0,0,0,2,1.33
28,2019-07-13,1,0,2.41,0,0,1.0,0,0,0,0,2,2,1.34
29,2019-07-14,0,0,2.40,0,0,0.1,1,0,0,0,0,0,1.35
30,2019-07-18,0,0,2.34,0,0,1.0,1,0,0,0,0,1,1.35
31,2019-07-20,0,0,2.23,0,0,2.0,1,0,0,0,1,2,1.33
32,2019-07-24,0,0,2.14,0,0,2.0,0,0,0,0,0,2,1.27
33,2019-07-26,1,0,2.12,0,0,0.1,0,0,0,0,0,0,1.26
34,2019-07-28,0,0,2.66,0,0,0.2,2,3,3,1,1,1,1.31
35,2019-07-31,1,0,2.61,0,0,1.0,1,0,0,0,1,1,1.32
36,July,3,0,2.61,0,0,10.1,6,3,3,1,5,11,1.06
37,2019-08-04,0,0,2.50,0,0,2.0,0,0,0,0,0,2,1.27
38,2019-08-06,0,0,2.98,0,0,1.0,3,3,3,1,0,1,1.31
39,2019-08-10,0,1,2.96,0,0,0.1,1,1,0,0,0,0,1.32
40,2019-08-11,0,0,2.92,0,0,0.2,0,0,0,0,2,2,1.34
41,2019-08-14,0,0,3.06,0,0,0.2,1,1,1,0,0,0,1.34
42,2019-08-16,0,1,3.54,0,0,0.1,2,3,3,2,1,1,1.39
43,2019-08-17,1,0,3.46,0,0,1.1,0,0,0,0,0,0,1.35
44,2019-08-21,0,0,3.40,0,0,1.0,0,0,0,0,1,1,1.35
45,2019-08-23,0,0,3.34,0,0,1.0,0,0,0,0,1,2,1.34
46,2019-08-25,0,0,3.28,0,0,1.0,0,0,0,0,0,0,1.32
47,2019-08-27,0,0,3.38,0,0,1.0,1,1,1,1,3,2,1.36
48,2019-08-31,0,0,3.36,0,0,0.1,0,0,0,0,0,0,1.36
49,August,1,2,6.75,0,0,10.2,8,9,8,4,8,11,1.50
50,2019-09-03,0,0,3.26,0,0,1.2,0,0,0,0,0,2,1.32
51,2019-09-06,0,0,3.23,0,0,0.2,0,0,0,0,0,1,1.30
52,2019-09-07,0,0,3.19,0,0,0.2,0,0,0,0,3,0,1.34
53,2019-09-09,0,0,3.14,0,0,1.0,0,0,0,0,0,1,1.32
54,2019-09-12,0,0,3.23,0,0,1.0,2,1,1,0,0,1,1.33
55,2019-09-14,0,0,3.18,0,0,1.0,1,0,0,0,1,0,1.34
56,2019-09-18,0,0,3.14,0,0,1.0,0,0,0,0,0,2,1.32
57,2019-09-21,0,0,3.09,0,0,1.0,0,0,0,0,0,2,1.30
58,2019-09-25,0,0,3.18,0,0,1.0,3,1,1,0,0,2,1.32
59,2019-09-29,0,0,3.16,0,0,0.1,0,0,0,0,0,0,1.32
60,September,0,0,1.93,0,0,9.1,6,2,2,0,4,11,1.07
