,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-27,0,0,0.00,3.2,3,0,0,2,4,1.36
1,July,0,0,0.00,3.2,3,0,0,2,4,1.36
2,2020-08-02,0,0,1.80,1.1,2,1,0,1,1,1.60
3,2020-08-07,0,0,2.00,4.0,1,1,1,0,7,1.00
4,2020-08-14,0,1,3.21,5.0,4,3,2,1,6,1.00
5,2020-08-21,1,0,2.84,5.0,2,1,1,3,1,1.00
6,2020-08-27,0,0,2.52,6.0,4,1,1,4,1,1.08
7,August,1,1,2.95,21.1,13,7,5,9,16,1.03
8,2020-09-01,0,0,3.10,4.0,6,3,1,2,3,1.21
9,2020-09-06,0,0,3.38,3.0,2,2,1,4,5,1.28
10,2020-09-13,0,1,5.50,2.1,4,9,1,6,5,1.49
11,2020-09-18,0,1,5.03,5.0,5,1,0,2,6,1.47
12,2020-09-24,1,0,4.27,7.0,2,0,0,3,5,1.36
13,September,1,2,6.33,21.1,19,15,3,17,24,1.69
