,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-03-29,0,0,0.00,0,0,1.0,0,0,0,0,1,2,1.00
1,March,0,0,0.00,0,0,1.0,0,0,0,0,1,2,1.00
2,2018-04-01,0,0,10.80,0,0,0.2,2,2,2,1,0,1,1.80
3,2018-04-04,0,0,6.75,0,0,1.0,1,0,0,0,1,2,1.88
4,2018-04-07,0,0,6.00,0,0,0.1,0,0,0,0,1,0,2.00
5,2018-04-08,0,0,4.50,0,0,1.0,2,0,0,0,0,1,2.00
6,2018-04-10,0,0,6.75,0,0,0.0,2,1,1,0,0,0,2.50
7,2018-04-11,0,0,4.76,0,0,1.2,1,0,0,0,0,0,1.94
8,2018-04-14,0,0,4.76,0,0,0.0,1,0,0,0,0,0,2.12
9,2018-04-15,0,0,6.14,0,0,1.2,3,2,2,1,1,2,2.18
10,2018-04-20,0,0,5.40,0,0,1.0,1,0,0,0,0,0,2.04
11,2018-04-25,0,0,8.10,0,0,1.2,4,4,4,0,1,1,2.20
12,April,0,0,9.00,0,0,9.0,17,9,9,2,4,7,2.33
13,2018-05-22,0,0,8.25,0,0,2.0,3,2,2,0,2,1,2.25
14,May,0,0,9.00,0,0,2.0,3,2,2,0,2,1,2.50
