,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,1.0,1,0,0,1,1,2.00
1,2021-04-05,0,0,0.00,1.0,1,0,0,0,0,1.50
2,2021-04-06,0,0,0.00,1.1,0,0,0,1,1,1.20
3,2021-04-08,0,0,0.00,1.0,1,0,0,0,1,1.15
4,2021-04-14,0,0,0.00,1.0,0,0,0,1,1,1.13
5,2021-04-17,0,0,0.00,1.0,1,0,0,2,1,1.42
6,2021-04-20,0,0,0.00,0.1,0,0,0,0,0,1.35
7,2021-04-21,0,0,0.00,1.0,0,0,0,1,1,1.30
8,2021-04-23,0,0,0.00,0.2,0,0,0,2,2,1.44
9,2021-04-25,0,0,0.00,1.0,1,0,0,2,1,1.61
10,2021-04-27,0,0,0.00,1.0,1,0,0,0,2,1.55
11,2021-04-29,1,0,0.00,2.0,0,0,0,0,3,1.30
12,April,1,0,0.00,12.1,6,0,0,10,14,1.30
13,2021-05-02,0,0,0.00,1.0,0,0,0,0,1,1.20
14,2021-05-03,0,0,0.00,1.0,0,0,0,2,0,1.26
15,2021-05-05,0,0,0.00,1.0,0,0,0,0,1,1.17
16,2021-05-08,0,0,0.53,1.2,1,1,0,1,3,1.18
17,2021-05-11,1,0,0.47,2.0,0,0,0,3,5,1.21
18,2021-05-13,0,0,0.45,1.0,1,0,0,1,3,1.25
19,2021-05-16,0,0,0.43,1.0,0,0,0,2,1,1.29
20,2021-05-18,0,0,0.41,1.0,0,0,0,1,0,1.27
21,2021-05-19,0,0,0.39,1.0,1,0,0,0,3,1.26
22,2021-05-22,0,0,0.38,1.0,1,0,0,0,1,1.25
23,2021-05-23,0,1,0.72,1.0,1,1,1,2,2,1.32
24,2021-05-26,0,0,0.69,1.0,1,0,0,1,2,1.35
25,2021-05-27,1,0,0.67,1.0,0,0,0,1,1,1.33
26,2021-05-29,0,0,0.64,1.0,1,0,0,1,2,1.36
27,May,2,1,1.15,15.2,7,2,1,15,25,1.40
28,2021-06-01,0,0,0.62,1.0,1,0,0,1,1,1.38
29,2021-06-06,0,1,0.90,1.0,1,1,1,1,2,1.40
30,2021-06-12,0,0,0.87,1.0,0,0,0,1,2,1.39
31,2021-06-14,0,0,0.84,1.0,0,0,0,0,1,1.34
32,2021-06-15,1,0,0.82,1.0,0,0,0,1,1,1.33
33,2021-06-23,0,0,1.07,0.2,1,1,0,1,1,1.37
34,2021-06-26,0,0,1.04,1.0,0,0,0,0,0,1.33
35,2021-06-29,0,0,0.98,2.0,1,0,0,0,3,1.28
36,2021-06-30,0,0,0.96,1.0,1,0,0,0,1,1.27
37,June,1,1,1.86,9.2,5,2,1,5,12,1.03
38,2021-07-02,1,0,0.91,2.0,0,0,0,1,1,1.24
39,2021-07-04,0,1,1.12,0.2,2,1,0,0,1,1.26
40,2021-07-05,0,0,1.52,1.0,2,2,0,1,1,1.31
41,2021-07-17,0,0,1.49,1.0,1,0,0,1,1,1.32
42,2021-07-18,0,0,1.45,1.0,0,0,0,2,0,1.34
43,2021-07-20,0,1,2.06,0.1,2,3,0,2,1,1.42
44,2021-07-22,0,0,2.01,1.0,0,0,0,1,2,1.41
45,2021-07-25,0,0,1.97,1.0,0,0,0,0,0,1.38
46,2021-07-27,0,0,1.93,1.0,0,0,0,0,0,1.35
47,2021-07-30,0,0,1.89,1.0,0,0,0,0,0,1.32
48,July,1,2,5.40,10.0,7,6,0,8,7,1.50
49,2021-08-01,0,0,1.85,1.0,0,0,0,0,1,1.29
50,2021-08-05,0,0,2.40,0.0,0,3,0,4,0,1.38
51,2021-08-06,0,0,2.36,1.0,0,0,0,0,1,1.35
52,2021-08-08,0,1,2.31,1.0,2,0,0,0,2,1.36
53,2021-08-10,0,0,2.26,1.0,0,0,0,0,1,1.34
54,2021-08-12,0,0,2.39,1.0,1,1,1,0,2,1.33
55,2021-08-18,0,1,2.47,2.0,3,1,1,0,3,1.34
56,2021-08-22,0,0,2.43,1.0,2,0,0,0,1,1.35
57,2021-08-25,0,0,2.54,1.0,2,1,0,0,0,1.36
58,2021-08-27,0,0,2.50,1.0,1,0,0,0,2,1.35
59,2021-08-29,0,1,2.95,0.1,1,3,1,2,1,1.40
60,August,0,3,7.84,10.1,12,9,3,6,14,1.74
61,2021-09-01,0,0,2.90,1.0,0,0,0,0,3,1.37
62,2021-09-04,0,0,2.85,1.0,0,0,0,0,1,1.35
63,2021-09-05,0,1,3.00,0.0,1,1,1,0,0,1.37
64,2021-09-07,0,0,3.10,1.0,1,1,1,0,2,1.36
65,2021-09-09,1,0,3.00,2.0,1,0,0,0,2,1.33
66,2021-09-11,1,0,2.95,1.0,0,0,0,1,1,1.33
67,2021-09-13,0,0,2.91,1.0,1,0,0,1,3,1.34
68,2021-09-14,1,0,2.86,1.0,0,0,0,1,0,1.33
69,2021-09-17,0,0,2.84,0.2,0,0,0,1,2,1.34
70,2021-09-19,1,0,2.88,2.0,1,1,1,1,1,1.33
71,2021-09-21,0,0,2.84,1.0,0,0,0,1,3,1.32
72,2021-09-24,1,0,3.28,1.2,2,4,1,2,3,1.35
73,September,5,1,4.73,13.1,7,7,4,8,21,1.13
74,2021-10-01,0,0,3.24,1.0,2,0,0,0,2,1.35
75,2021-10-03,0,0,3.24,0.0,0,0,0,0,0,1.35
76,October,0,0,0.00,1.0,2,0,0,0,2,2.00
