,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-03,0,0,11.57,2.1,3,3,0,1,2,1.71
1,2018-04-07,0,0,5.79,2.1,2,0,0,1,3,1.50
2,2018-04-10,0,0,4.91,2.2,3,1,1,2,2,1.64
3,2018-04-17,0,0,3.86,2.0,1,0,0,1,1,1.50
4,2018-04-18,0,0,3.86,2.1,1,1,0,1,4,1.37
5,2018-04-22,0,0,4.26,1.0,2,1,1,0,2,1.42
6,2018-04-24,0,0,3.38,3.1,2,0,0,1,1,1.31
7,2018-04-29,0,0,3.48,4.2,5,2,1,3,5,1.40
8,April,0,0,3.48,20.2,19,8,3,10,20,1.40
9,2018-05-05,0,1,6.00,3.1,6,8,1,6,2,1.71
10,2018-05-08,0,0,5.76,1.0,0,0,0,0,1,1.64
11,2018-05-11,0,0,5.60,2.1,5,1,1,0,2,1.68
12,2018-05-16,0,0,5.29,5.0,2,2,0,3,2,1.58
13,2018-05-21,0,1,5.17,6.0,5,3,3,2,7,1.51
14,2018-05-26,1,0,4.98,5.0,7,2,2,1,5,1.52
15,2018-05-28,0,0,4.87,1.0,1,0,0,0,1,1.51
16,May,1,2,6.08,23.2,26,16,7,12,20,1.61
17,2018-06-01,0,0,5.10,3.1,5,3,1,5,1,1.62
18,2018-06-06,1,0,4.96,5.0,6,2,0,3,2,1.63
19,2018-06-11,0,0,4.86,1.0,0,0,0,0,0,1.60
20,2018-06-14,0,0,4.77,1.0,0,0,0,0,2,1.57
21,2018-06-16,0,0,4.69,1.0,1,0,0,1,1,1.58
22,2018-06-17,0,0,4.61,1.0,0,0,0,0,0,1.55
23,2018-06-18,0,0,4.71,0.2,2,1,0,2,2,1.60
24,2018-06-20,0,0,4.78,1.0,2,1,0,0,0,1.61
25,2018-06-23,0,0,4.70,1.0,1,0,0,1,0,1.62
26,2018-06-28,0,1,4.70,2.0,1,1,0,3,0,1.63
27,June,1,1,4.24,17.0,18,8,1,15,8,1.94
28,2018-07-02,0,0,4.67,0.1,0,0,0,1,1,1.64
29,2018-07-03,1,0,4.52,2.0,0,0,0,1,6,1.60
30,2018-07-06,0,0,5.43,1.0,6,7,1,1,1,1.69
31,2018-07-10,0,0,5.69,3.1,6,4,2,2,3,1.72
32,2018-07-15,0,0,5.61,1.0,0,0,0,0,1,1.70
33,2018-07-22,0,0,5.81,0.2,2,2,1,0,0,1.71
34,2018-07-25,0,0,5.65,2.0,0,0,0,0,4,1.66
35,2018-07-27,0,0,5.57,1.0,1,0,0,0,1,1.65
36,July,1,0,10.32,11.1,15,13,4,5,17,1.76
37,2018-08-01,0,0,5.47,1.1,0,0,0,0,2,1.62
38,2018-08-03,0,0,5.40,1.0,0,0,0,1,0,1.61
39,2018-08-05,1,0,5.42,1.1,2,1,0,1,1,1.62
40,2018-08-08,0,0,5.24,2.2,1,0,0,0,5,1.58
41,2018-08-12,0,0,5.01,3.2,4,0,0,2,5,1.58
42,2018-08-19,1,0,4.78,4.0,2,0,0,2,6,1.56
43,2018-08-22,0,0,4.72,1.0,1,0,0,1,2,1.56
44,2018-08-26,0,0,4.81,0.1,3,1,1,1,0,1.60
45,2018-08-30,0,0,4.79,0.1,0,0,0,1,0,1.61
46,August,2,0,1.15,15.2,13,2,1,9,21,1.40
47,2018-09-02,0,0,4.74,1.0,1,0,0,1,2,1.61
48,2018-09-04,0,0,4.60,2.2,1,0,0,1,3,1.59
49,2018-09-09,0,0,4.56,0.2,0,0,0,3,1,1.61
50,2018-09-12,0,0,4.52,1.0,0,0,0,0,1,1.59
51,2018-09-20,1,0,4.38,3.0,2,0,0,2,2,1.58
52,2018-09-24,0,0,4.35,0.2,0,0,0,0,1,1.57
53,2018-09-28,0,0,4.41,4.2,6,3,0,2,7,1.58
54,September,1,0,1.98,13.2,10,3,0,9,17,1.39
