,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,1,0.00,0.2,2,0,0,1,1,4.50
1,2021-04-04,0,0,0.00,1.0,0,0,0,1,1,2.40
2,2021-04-07,0,0,0.00,1.0,0,0,0,0,2,1.50
3,2021-04-11,0,0,3.00,0.1,1,1,0,1,1,2.00
4,2021-04-12,0,0,2.70,0.1,1,0,0,1,1,2.40
5,2021-04-18,0,0,2.08,1.0,1,0,0,0,1,2.08
6,2021-04-20,0,0,3.38,1.0,1,1,0,2,1,2.25
7,2021-04-23,0,0,3.18,0.1,2,0,0,0,0,2.47
8,2021-04-24,0,0,2.70,1.0,1,0,0,0,1,2.25
9,2021-04-30,0,0,2.35,1.0,0,0,0,0,0,1.96
10,April,0,1,2.35,7.2,9,2,0,6,9,1.96
11,2021-05-01,0,0,2.08,1.0,0,0,0,0,2,1.73
12,2021-05-07,0,0,1.86,1.0,1,0,0,0,2,1.66
13,2021-05-09,0,0,1.59,1.2,0,0,0,0,3,1.41
14,2021-05-11,0,0,1.42,1.1,0,0,0,0,1,1.26
15,2021-05-14,0,0,1.32,1.0,0,0,0,0,1,1.17
16,2021-05-16,0,0,1.17,1.2,1,0,0,1,1,1.17
17,2021-05-18,0,1,2.76,1.0,2,3,1,1,2,1.29
18,2021-05-23,0,1,3.06,1.1,3,1,0,1,2,1.42
19,2021-05-26,0,0,3.38,1.0,1,1,1,0,2,1.39
20,2021-05-27,0,0,3.20,1.0,1,0,0,0,2,1.37
21,2021-05-29,0,0,3.66,0.0,1,1,0,2,0,1.53
22,2021-05-31,0,0,3.48,1.0,0,0,0,1,1,1.50
23,May,0,2,4.15,13.0,10,6,2,6,19,1.23
24,2021-06-03,0,0,3.32,1.0,1,0,0,0,2,1.48
25,2021-06-06,0,0,3.18,1.0,0,0,0,0,2,1.41
26,2021-06-09,0,1,4.30,0.1,2,3,0,1,1,1.52
27,2021-06-11,0,0,4.13,1.0,0,0,0,1,2,1.50
28,2021-06-15,0,0,3.96,1.0,0,0,0,1,1,1.48
29,2021-06-16,0,0,3.86,0.2,1,0,0,0,1,1.48
30,2021-06-20,0,0,3.71,1.0,2,0,0,1,1,1.54
31,2021-06-22,0,0,3.58,1.0,1,0,0,1,1,1.55
32,2021-06-23,0,0,3.38,1.2,0,0,0,0,2,1.47
33,2021-06-27,1,0,3.26,1.0,0,0,0,0,2,1.42
34,June,1,1,2.79,9.2,7,3,0,5,15,1.24
35,2021-07-16,0,0,4.35,0.2,2,4,0,1,1,1.48
36,2021-07-19,1,0,4.22,1.0,0,0,0,0,1,1.44
37,2021-07-23,0,0,4.96,0.2,1,3,0,2,1,1.50
38,2021-07-28,0,0,4.81,1.0,0,0,0,0,2,1.46
39,2021-07-30,0,0,4.67,1.0,0,0,0,1,1,1.44
40,July,1,0,14.54,4.1,3,7,0,4,6,1.62
41,2021-08-01,0,0,4.54,1.0,0,0,0,0,1,1.40
42,2021-08-04,0,0,4.42,1.0,0,0,0,0,1,1.36
43,2021-08-06,0,0,4.38,0.1,0,0,0,0,0,1.35
44,2021-08-07,0,0,4.26,1.0,1,0,0,0,2,1.34
45,2021-08-10,0,0,4.15,1.0,1,0,0,1,3,1.36
46,2021-08-12,0,0,4.08,0.2,0,0,0,1,0,1.36
47,2021-08-15,0,0,3.92,1.2,0,0,0,2,3,1.35
48,2021-08-18,0,0,3.83,1.0,2,0,0,1,1,1.39
49,2021-08-20,0,0,4.22,0.1,2,2,0,2,0,1.48
50,2021-08-25,0,1,4.36,0.2,3,1,0,0,2,1.52
51,2021-08-31,0,0,4.26,1.0,0,0,0,0,0,1.49
52,August,0,1,2.79,9.2,9,3,0,7,13,1.66
53,2021-09-01,0,0,4.37,1.0,1,1,1,0,2,1.48
54,2021-09-04,0,0,4.27,1.0,0,0,0,0,0,1.45
55,2021-09-09,0,0,4.18,1.0,0,0,0,0,2,1.42
56,2021-09-10,0,0,4.15,0.1,0,0,0,0,0,1.41
57,2021-09-11,0,0,4.10,0.2,0,0,0,0,2,1.39
58,2021-09-14,1,0,4.01,1.0,0,0,0,0,1,1.36
59,2021-09-17,0,0,3.93,1.0,1,0,0,0,2,1.35
60,2021-09-19,0,0,3.88,0.2,0,0,0,0,1,1.33
61,2021-09-21,0,0,3.86,0.1,1,0,0,1,0,1.36
62,2021-09-23,1,0,3.78,1.0,0,0,0,0,1,1.34
63,2021-09-24,0,0,3.71,1.0,1,0,0,0,2,1.33
64,2021-09-27,0,0,3.64,1.0,0,0,0,0,0,1.31
65,2021-09-28,0,0,3.58,1.0,0,0,0,0,0,1.28
66,September,2,0,0.82,11.0,4,1,1,1,13,0.45
67,2021-10-02,1,0,3.51,1.0,0,0,0,0,0,1.26
68,October,1,0,0.00,1.0,0,0,0,0,0,0.00
