,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-05-11,0,0,13.50,2.0,4,3,1,0,3,2.00
1,2019-05-19,0,0,9.00,4.0,3,3,1,2,6,1.50
2,2019-05-26,0,0,5.40,4.0,4,0,0,2,4,1.50
3,2019-05-29,0,0,4.91,1.0,2,0,0,1,0,1.64
4,May,0,0,4.91,11.0,13,6,2,5,13,1.64
5,2019-06-09,0,0,3.86,3.0,0,0,0,0,2,1.29
6,2019-06-15,1,0,3.79,5.0,6,2,0,0,7,1.26
7,2019-06-20,1,0,4.09,3.0,3,2,2,1,1,1.27
8,2019-06-25,1,0,4.10,4.1,4,2,0,0,5,1.22
9,2019-06-29,0,0,5.22,3.0,5,5,2,0,3,1.26
10,June,3,0,5.40,18.1,18,11,4,1,18,1.04
11,2019-07-03,0,0,5.04,1.0,0,0,0,0,0,1.22
12,2019-07-05,0,0,4.78,1.2,1,0,0,0,1,1.19
13,2019-07-13,0,0,4.54,1.2,0,0,0,1,3,1.16
14,2019-07-16,0,0,4.50,0.1,1,0,0,2,1,1.24
15,2019-07-18,0,0,4.34,3.1,2,1,0,3,2,1.26
16,2019-07-24,1,0,4.20,3.1,3,1,1,2,1,1.28
17,2019-07-27,0,0,4.17,0.1,1,0,0,1,1,1.32
18,2019-07-31,0,0,4.39,0.0,1,1,1,0,0,1.34
19,July,1,0,2.31,11.2,9,3,2,9,9,1.54
20,2019-08-03,0,0,4.60,2.0,3,2,1,1,2,1.37
21,2019-08-06,1,0,4.37,2.1,1,0,0,1,1,1.35
22,2019-08-09,0,0,4.18,2.0,0,0,0,1,2,1.31
23,2019-08-12,0,0,4.44,1.1,3,2,0,0,1,1.34
24,2019-08-15,0,0,4.41,0.1,0,0,0,0,0,1.33
25,2019-08-18,0,0,4.56,2.1,5,2,1,1,2,1.38
26,2019-08-23,0,0,4.39,2.0,0,0,0,1,4,1.35
27,2019-08-26,0,0,4.42,1.2,1,1,1,0,2,1.33
28,2019-08-30,0,0,4.58,2.0,3,2,1,1,4,1.35
29,August,1,0,5.06,16.0,16,9,4,6,18,1.38
30,2019-09-02,0,0,5.03,2.0,3,4,1,1,3,1.37
31,2019-09-06,0,0,5.13,0.2,1,1,0,2,1,1.41
32,2019-09-10,0,0,5.23,2.1,6,2,0,1,2,1.47
33,2019-09-15,0,1,5.54,1.1,3,3,1,2,3,1.52
34,2019-09-22,0,0,5.51,2.0,2,1,1,1,2,1.52
35,2019-09-27,0,0,5.45,0.2,0,0,0,0,0,1.50
36,2019-09-28,0,0,5.67,0.2,4,2,1,0,0,1.55
37,September,0,1,12.10,9.2,19,13,4,7,11,2.69
