,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0,0,1.0,0,0,0,0,0,2,0.00
1,2021-04-03,0,0,0.00,0,0,1.0,1,1,0,0,0,0,0.50
2,2021-04-06,0,0,0.00,0,0,1.0,0,0,0,0,1,1,0.67
3,2021-04-07,0,0,0.00,0,0,0.1,0,0,0,0,0,1,0.60
4,2021-04-10,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.46
5,2021-04-11,0,1,0.00,0,0,0.0,2,1,0,0,0,0,0.92
6,2021-04-12,0,0,0.00,0,0,1.0,0,0,0,0,0,2,0.75
7,2021-04-14,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.63
8,2021-04-15,0,1,2.70,0,0,0.1,3,2,2,0,2,1,1.35
9,2021-04-18,0,0,2.35,0,0,1.0,0,0,0,0,0,1,1.17
10,2021-04-21,0,0,2.08,0,0,1.0,0,0,0,0,0,0,1.04
11,2021-04-24,1,0,1.86,0,0,1.0,0,0,0,0,0,0,0.93
12,2021-04-26,0,0,1.69,0,0,1.0,1,0,0,0,0,1,0.94
13,2021-04-28,0,0,1.54,0,0,1.0,1,0,0,0,0,1,0.94
14,2021-04-30,0,0,1.42,0,0,1.0,1,0,0,0,0,2,0.95
15,April,1,2,1.42,0,0,12.2,9,4,2,0,3,14,0.95
16,2021-05-04,0,0,1.32,0,0,1.0,1,0,0,0,1,1,1.02
17,2021-05-06,1,0,1.23,0,0,1.0,0,0,0,0,0,0,0.95
18,2021-05-09,0,0,1.15,0,0,1.0,1,0,0,0,0,0,0.96
19,2021-05-12,0,0,1.08,0,0,1.0,2,0,0,0,0,1,1.02
20,2021-05-13,0,0,1.02,0,0,1.0,1,0,0,0,0,0,1.02
21,2021-05-16,0,0,0.96,0,0,1.0,2,0,0,0,0,1,1.07
22,2021-05-18,0,1,3.32,0,0,0.1,4,5,5,0,1,0,1.32
23,2021-05-21,0,0,3.15,0,0,1.0,1,0,0,0,1,1,1.35
24,2021-05-24,0,0,3.10,0,1,0.1,0,0,0,0,0,0,1.33
25,2021-05-27,0,0,2.95,0,0,1.0,1,0,0,0,1,0,1.36
26,May,1,1,5.19,0,1,8.2,13,5,5,0,4,4,1.96
27,2021-06-02,0,0,2.82,0,0,1.0,0,0,0,0,0,1,1.30
