,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,1.0,0,0,0,0,3,0.00
1,2021-04-04,0,0,0.00,1.0,0,0,0,0,2,0.00
2,2021-04-08,0,0,0.00,2.0,1,0,0,1,2,0.50
3,2021-04-13,0,0,0.00,0.1,0,0,0,0,0,0.46
4,April,0,0,0.00,4.1,1,0,0,1,7,0.46
5,2021-09-10,0,1,5.40,0.2,3,3,1,1,0,1.20
6,2021-09-12,0,0,4.50,1.0,0,0,0,0,0,1.00
7,2021-09-17,0,0,5.14,1.0,1,1,1,0,0,1.00
8,2021-09-20,0,0,4.91,0.1,0,0,0,1,0,1.09
9,2021-09-22,0,0,4.32,1.0,1,0,0,1,0,1.20
10,2021-09-23,0,0,4.66,1.1,2,1,1,0,1,1.24
11,2021-09-28,0,0,4.09,1.1,1,0,0,0,2,1.18
12,2021-09-30,0,0,4.50,1.0,2,1,1,0,2,1.25
13,September,0,1,7.04,7.2,10,6,4,3,5,1.70
14,2021-10-03,0,0,4.85,1.0,2,1,0,0,0,1.31
15,October,0,0,9.00,1.0,2,1,0,0,0,2.00
