,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,March,0,0,0.00,0.1,0,0,0,1,0,3.00
1,2019-03-31,0,0,0.00,0.1,0,0,0,1,0,3.00
2,2019-04-03,1,0,0.00,1.1,1,0,0,1,2,1.80
3,2019-04-08,0,0,0.00,1.0,0,0,0,1,3,1.50
4,2019-04-12,0,0,0.00,1.1,0,0,0,1,1,1.25
5,2019-04-15,0,0,0.00,0.1,0,0,0,1,1,1.38
6,2019-04-18,0,0,0.00,1.0,1,0,0,0,2,1.31
7,2019-04-19,0,0,0.00,1.0,1,0,0,0,0,1.26
8,2019-04-21,0,0,1.23,1.0,3,1,0,0,1,1.50
9,2019-04-22,0,0,1.08,1.0,1,0,0,1,0,1.56
10,2019-04-24,0,0,1.04,0.1,0,0,0,0,1,1.50
11,2019-04-26,0,0,1.00,0.1,0,0,0,0,1,1.44
12,2019-04-27,0,0,0.90,1.0,0,0,0,1,0,1.40
13,April,1,0,0.93,9.2,7,1,0,6,12,1.34
14,2019-05-02,0,0,0.84,0.2,0,0,0,1,2,1.41
15,2019-05-05,0,0,0.77,1.0,0,0,0,0,0,1.29
16,2019-05-09,0,0,2.13,1.0,3,2,0,0,3,1.42
17,2019-05-11,0,1,2.63,1.0,1,1,0,2,0,1.54
18,2019-05-14,0,0,2.45,1.0,1,0,0,0,1,1.50
19,May,0,1,5.79,4.2,5,3,0,3,6,1.71
20,2019-06-07,0,0,2.30,1.0,2,0,0,0,1,1.53
21,2019-06-10,0,0,2.16,1.0,1,0,0,0,1,1.50
22,2019-06-13,0,0,2.55,1.0,1,1,1,0,0,1.47
23,2019-06-14,0,0,3.44,0.2,3,2,0,1,1,1.64
24,2019-06-16,0,1,5.21,0.2,2,4,0,2,0,1.79
25,2019-06-19,0,0,5.40,1.0,2,1,1,0,2,1.80
26,2019-06-22,0,0,5.14,1.0,1,0,0,2,1,1.86
27,2019-06-24,0,0,4.91,1.0,0,0,0,0,0,1.77
28,2019-06-26,0,0,4.70,1.0,1,0,0,0,0,1.74
29,2019-06-27,0,1,6.00,1.0,3,4,1,1,0,1.83
30,2019-06-29,0,0,5.76,1.0,0,0,0,0,2,1.76
31,June,0,2,10.45,10.1,16,12,3,6,8,2.13
32,2019-07-03,0,0,5.54,1.0,0,0,0,0,1,1.69
33,2019-07-12,0,0,5.33,1.0,0,0,0,0,0,1.63
34,2019-07-14,0,0,5.14,1.0,0,0,0,0,2,1.57
35,2019-07-16,0,1,6.04,0.1,2,3,0,2,0,1.69
36,2019-07-21,0,0,5.83,1.0,0,0,0,0,0,1.64
37,2019-07-25,0,0,5.64,1.0,0,0,0,1,3,1.62
38,2019-07-29,0,0,5.46,1.0,1,0,0,0,0,1.60
39,2019-07-31,0,1,6.82,0.1,4,5,2,1,1,1.74
40,July,0,2,10.80,6.2,7,8,2,4,7,1.65
41,2019-08-04,0,0,6.61,1.0,1,0,0,0,1,1.71
42,2019-08-09,0,0,6.42,1.0,0,0,0,1,1,1.69
43,2019-08-12,0,0,6.23,1.0,1,0,0,0,1,1.67
44,2019-08-14,0,0,6.06,1.0,2,0,0,0,0,1.68
45,2019-08-18,0,0,6.81,0.0,2,3,0,1,0,1.77
46,2019-08-19,0,1,7.43,0.2,2,3,1,1,2,1.82
47,2019-08-23,0,0,7.23,1.0,0,0,0,1,0,1.79
48,2019-08-25,0,0,7.51,1.0,3,2,0,1,1,1.85
49,2019-08-27,0,0,7.32,1.0,0,0,0,1,1,1.83
50,2019-08-29,0,0,7.14,1.0,0,0,0,0,1,1.79
51,2019-08-30,0,0,6.97,1.0,0,0,0,0,0,1.74
52,August,0,1,7.45,9.2,11,8,1,6,8,1.76
53,2019-09-03,0,0,7.02,1.0,1,1,1,0,1,1.72
54,2019-09-12,0,0,7.87,0.0,1,4,0,2,0,1.80
55,2019-09-20,0,0,8.65,0.1,3,4,0,1,0,1.88
56,September,0,0,60.75,1.1,5,9,1,3,1,6.00
