,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-25,0,0,3.60,5.0,2,2,0,2,5,0.80
1,2020-07-30,1,0,2.31,6.2,3,1,0,1,7,0.69
2,July,1,0,2.31,11.2,5,3,0,3,12,0.69
3,2020-08-04,1,0,2.04,6.0,4,1,0,2,3,0.79
4,2020-08-09,1,0,1.59,5.0,4,0,0,1,6,0.84
5,2020-08-15,0,0,1.24,6.1,4,0,0,3,7,0.90
6,2020-08-21,1,0,1.32,5.0,5,1,0,2,5,0.97
7,2020-08-26,1,0,1.35,6.0,4,1,0,1,5,0.95
8,2020-08-31,1,0,1.60,5.0,5,2,0,2,5,1.00
9,August,5,0,1.35,33.1,26,5,0,11,31,1.11
10,2020-09-05,0,0,1.98,5.0,5,3,0,3,4,1.06
11,2020-09-18,1,0,1.96,5.0,3,1,0,2,3,1.05
12,2020-09-23,0,0,2.25,1.0,3,2,2,0,0,1.09
13,September,1,0,4.91,11.0,11,6,2,5,7,1.45
