,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-29,0,0,0.00,0,0,1.0,0,0,0,0,1,1,1.00
1,April,0,0,0.00,0,0,1.0,0,0,0,0,1,1,1.00
2,2019-05-01,0,0,0.00,0,0,1.1,1,1,0,0,0,2,0.86
3,2019-05-02,0,0,0.00,0,0,1.1,0,0,0,0,0,1,0.55
4,2019-05-05,0,0,0.00,0,0,1.1,0,0,0,0,0,3,0.40
5,2019-05-08,0,0,0.00,0,0,2.0,1,0,0,0,0,2,0.43
6,2019-05-10,0,0,0.00,0,0,1.0,0,0,0,0,0,0,0.38
7,2019-05-12,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.33
8,2019-05-13,0,0,0.00,0,0,0.1,0,0,0,0,1,0,0.43
9,2019-05-17,0,0,0.00,0,0,1.0,1,0,0,0,1,0,0.58
10,2019-05-21,0,0,0.79,0,0,1.0,2,1,1,0,1,0,0.79
11,2019-05-27,0,0,0.68,0,0,2.0,1,0,0,0,0,2,0.75
12,2019-05-30,0,0,0.63,0,0,1.0,0,0,0,0,0,1,0.70
13,May,0,0,0.68,0,0,13.1,6,2,1,0,3,12,0.68
14,2019-06-02,0,0,0.60,0,0,0.2,0,0,0,0,0,0,0.67
15,2019-06-05,0,0,0.53,0,0,2.0,0,0,0,0,0,3,0.59
16,2019-06-08,0,0,0.52,0,0,0.1,0,0,0,0,0,0,0.58
17,2019-06-09,0,0,0.49,0,0,1.0,0,0,0,0,1,2,0.60
18,2019-06-11,0,0,1.45,0,0,0.1,2,2,2,0,0,0,0.70
19,2019-06-13,0,0,1.37,0,1,1.0,1,0,0,0,0,2,0.71
20,2019-06-16,0,0,1.74,0,0,1.0,1,1,1,1,0,1,0.73
21,2019-06-18,0,0,1.59,0,0,2.0,1,0,0,0,0,3,0.71
22,2019-06-21,0,0,1.88,0,0,1.1,1,1,1,0,1,2,0.75
23,2019-06-24,0,0,1.80,0,0,1.0,1,0,0,0,1,0,0.80
24,2019-06-26,0,0,2.08,0,0,1.0,3,1,1,0,0,1,0.88
25,2019-06-28,0,0,1.95,0,0,1.2,1,0,0,0,2,1,0.94
26,2019-06-30,0,0,1.84,0,0,1.2,2,0,0,0,0,2,0.95
27,June,0,0,3.00,0,1,15.0,13,5,5,1,5,17,1.20
28,2019-07-03,0,0,1.78,0,0,1.0,0,0,0,0,0,2,0.92
29,2019-07-03,0,0,1.72,0,0,1.0,0,0,0,0,1,0,0.93
30,2019-07-07,0,0,1.89,0,0,2.0,1,1,1,1,1,2,0.93
31,2019-07-13,0,0,1.83,0,0,1.0,0,0,0,0,0,0,0.90
32,2019-07-18,0,0,1.80,0,0,0.2,0,0,0,0,0,1,0.89
33,2019-07-20,0,0,1.73,0,0,1.1,1,0,0,0,0,0,0.88
34,2019-07-24,0,0,1.69,0,0,1.0,1,0,0,0,0,0,0.88
35,2019-07-27,0,0,1.66,0,0,0.2,0,0,0,0,1,0,0.89
36,2019-07-30,0,0,1.62,0,0,1.0,1,0,0,0,0,0,0.90
37,2019-07-31,0,0,1.58,0,0,1.0,0,0,0,0,1,0,0.90
38,July,0,0,0.84,0,0,10.2,4,1,1,1,4,5,0.75
39,2019-08-02,0,0,1.76,0,0,1.0,3,1,1,0,1,3,0.98
40,2019-08-04,0,0,1.69,0,0,1.2,0,0,0,0,0,1,0.94
41,2019-08-06,0,0,1.61,0,0,2.0,1,0,0,0,0,1,0.92
42,2019-08-10,0,0,1.57,0,0,1.1,2,0,0,0,0,0,0.93
43,2019-08-14,0,0,1.72,0,0,1.0,3,1,1,0,1,1,1.00
44,2019-08-16,0,0,1.65,0,0,2.0,0,0,0,0,0,1,0.96
45,2019-08-19,0,0,1.80,0,0,1.0,2,1,1,1,0,1,0.98
46,2019-08-23,0,0,1.78,0,0,0.2,0,0,0,0,0,1,0.97
47,2019-08-25,0,0,1.74,0,0,1.0,1,0,0,0,1,1,0.99
48,2019-08-30,0,0,2.06,0,0,0.2,0,2,2,0,3,0,1.03
49,August,0,0,3.65,0,0,12.1,12,5,5,1,6,10,1.46
50,2019-09-01,0,0,2.04,0,0,0.2,1,0,0,0,0,0,1.04
51,2019-09-03,0,0,2.00,0,0,1.0,1,0,0,0,0,3,1.04
52,2019-09-06,0,0,2.29,0,0,1.0,1,2,2,1,1,1,1.05
53,2019-09-08,0,0,2.21,0,0,2.0,0,0,0,0,1,1,1.04
54,2019-09-10,0,0,2.17,0,0,1.0,1,0,0,0,0,2,1.03
55,2019-09-13,0,0,2.45,0,0,0.2,0,2,2,0,2,0,1.06
56,2019-09-14,0,0,2.39,0,0,1.2,0,0,0,0,0,1,1.03
57,2019-09-17,0,0,2.34,0,0,1.1,2,0,0,0,0,1,1.04
58,2019-09-18,0,0,2.31,0,0,0.2,0,0,0,0,0,0,1.03
59,2019-09-21,0,0,2.25,0,0,1.2,0,0,0,0,1,2,1.02
60,2019-09-25,0,0,2.23,0,0,0.2,0,0,0,0,0,2,1.01
61,2019-09-28,0,0,2.16,0,0,2.0,1,0,0,0,0,2,0.99
62,2019-09-29,0,0,2.13,0,0,1.0,1,0,0,0,0,0,0.99
63,September,0,0,2.35,0,0,15.1,8,4,4,1,5,15,0.85
