,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-08-05,0,0,0.00,0,0,0.2,2,1,0,0,0,1,3.00
1,2019-08-07,0,0,5.40,0,0,1.0,1,1,1,1,1,3,2.40
2,2019-08-09,0,0,3.86,0,0,0.2,0,0,0,0,0,1,1.71
3,2019-08-10,0,0,3.00,0,0,0.2,0,0,0,0,0,0,1.33
4,2019-08-13,1,0,1.80,0,0,2.0,1,0,0,0,0,2,1.00
5,2019-08-16,0,0,3.00,0,0,1.0,1,1,1,0,2,2,1.33
6,2019-08-17,0,0,2.57,0,0,1.0,1,0,0,0,0,2,1.29
7,2019-08-19,0,0,2.25,0,0,1.0,0,0,0,0,0,0,1.13
8,2019-08-20,0,0,2.00,0,0,1.0,0,0,0,0,0,1,1.00
9,2019-08-24,0,0,2.79,0,0,0.2,0,1,1,0,1,1,1.03
10,2019-08-25,0,0,2.53,0,0,1.0,0,0,0,0,0,1,0.94
11,2019-08-27,0,0,2.38,0,0,0.2,0,0,0,0,1,0,0.97
12,2019-08-30,0,0,2.19,0,0,1.0,1,0,0,0,0,1,0.97
13,2019-08-31,0,0,1.93,0,0,1.2,0,0,0,0,0,0,0.86
14,August,1,0,1.93,0,0,14.0,7,4,3,1,5,15,0.86
15,2019-09-01,0,0,1.84,0,0,0.2,0,0,0,0,0,0,0.82
16,2019-09-03,0,0,1.76,0,0,0.2,2,0,0,0,0,2,0.91
17,2019-09-06,1,0,1.56,0,0,2.0,0,0,0,0,2,3,0.92
18,2019-09-12,0,0,2.04,0,0,0.1,2,1,1,1,0,0,1.02
19,2019-09-14,0,0,1.93,0,0,1.0,0,0,0,0,0,1,0.96
20,2019-09-16,0,0,1.83,0,1,1.0,0,0,0,0,0,1,0.92
21,2019-09-18,0,0,1.74,0,0,1.0,2,1,0,0,0,1,0.97
22,2019-09-21,0,0,1.69,0,0,0.2,0,1,0,0,1,1,0.98
23,2019-09-23,0,0,1.61,0,0,1.0,0,0,0,0,1,3,0.99
24,2019-09-24,1,0,1.54,0,0,1.0,1,0,0,0,0,1,0.99
25,2019-09-28,0,0,1.48,0,1,1.0,1,0,0,0,0,0,0.99
26,September,2,0,0.87,0,2,10.1,8,3,1,1,4,13,1.16
