,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-03,1,0,1.50,6.0,6,1,0,1,5,1.17
1,2021-04-08,1,0,2.25,6.0,7,2,0,3,4,1.42
2,2021-04-14,0,1,3.18,5.0,4,3,1,1,5,1.29
3,2021-04-20,1,0,2.86,5.0,3,1,1,3,4,1.27
4,2021-04-25,0,1,2.57,6.0,2,1,0,3,8,1.18
5,2021-04-30,0,1,4.31,3.1,7,7,3,1,2,1.31
6,April,3,3,4.31,31.1,29,15,5,12,28,1.31
7,2021-05-14,1,0,4.10,6.0,4,2,2,1,1,1.23
8,2021-05-19,0,1,4.46,5.0,7,4,1,2,2,1.30
9,2021-05-25,1,0,4.37,5.0,5,2,0,1,7,1.29
10,2021-05-30,0,1,4.41,3.2,6,2,1,4,3,1.39
11,May,2,2,4.58,19.2,22,10,4,8,13,1.53
12,2021-06-04,0,1,5.26,2.0,6,6,2,2,1,1.49
13,2021-06-09,0,0,4.97,5.0,4,1,0,1,6,1.45
14,2021-06-14,0,1,5.14,5.0,4,4,1,4,3,1.46
15,2021-06-19,0,1,5.45,3.0,6,4,2,0,5,1.48
16,2021-06-25,0,0,5.32,5.0,5,2,1,3,4,1.49
17,2021-06-30,0,0,5.57,1.2,4,3,1,4,2,1.57
18,June,0,3,8.31,21.2,29,20,7,14,21,1.98
19,2021-07-06,0,1,6.30,1.2,6,7,1,2,4,1.64
20,2021-07-30,0,1,6.20,4.0,7,2,1,1,3,1.66
21,July,0,2,14.29,5.2,13,9,2,3,7,2.82
22,2021-08-05,0,0,6.34,4.0,9,4,3,0,2,1.69
23,2021-08-11,0,1,6.88,4.0,11,8,0,2,3,1.76
24,2021-08-18,0,1,7.13,3.1,7,5,1,1,3,1.78
25,August,0,2,13.50,11.1,27,17,4,3,8,2.65
26,2021-09-03,0,0,7.04,5.0,3,3,1,1,3,1.73
27,2021-09-14,0,1,7.05,3.2,5,3,1,2,3,1.74
28,2021-09-19,0,1,7.39,0.1,3,4,0,1,0,1.77
29,September,0,2,10.00,9.0,11,10,2,4,6,1.67
