,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-06-30,0,1,3.60,1,0,5.0,5,2,2,1,2,7,1.40
1,June,0,1,3.60,1,0,5.0,5,2,2,1,2,7,1.40
2,2019-07-22,1,0,3.52,0,0,2.2,4,1,1,0,0,2,1.43
3,2019-07-26,0,0,2.79,0,0,2.0,2,0,0,0,0,0,1.34
4,July,1,0,1.93,0,0,4.2,6,1,1,0,0,2,1.29
5,2019-08-02,0,0,3.18,0,0,1.2,3,1,1,0,0,1,1.41
6,2019-08-19,0,0,3.38,0,0,2.0,2,1,1,0,1,3,1.43
7,2019-08-25,0,0,4.40,0,0,1.0,3,2,2,0,0,1,1.53
8,August,0,0,7.71,0,0,4.2,8,4,4,0,1,5,1.93
9,2019-09-03,1,0,5.09,0,0,3.1,2,3,3,0,2,4,1.47
10,2019-09-06,0,1,5.30,0,0,1.0,1,1,1,0,0,1,1.45
11,2019-09-14,0,0,6.45,1,0,3.2,7,5,5,2,4,6,1.70
12,2019-09-19,1,0,6.15,0,0,4.0,6,2,2,0,1,4,1.71
13,2019-09-28,0,0,5.93,0,0,1.0,1,0,0,0,0,1,1.68
14,2019-09-29,0,0,6.18,0,0,0.1,2,1,1,0,0,1,1.73
15,September,2,1,8.10,1,0,13.1,19,12,12,2,7,17,1.95
