,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-02,0,0,4.50,6.0,6,3,2,1,10,1.17
1,2021-04-10,0,0,3.75,6.0,5,2,1,2,6,1.17
2,2021-04-16,0,0,4.74,7.0,6,5,0,3,3,1.21
3,2021-04-23,0,1,5.70,4.2,6,5,2,3,1,1.35
4,2021-04-29,1,0,4.40,7.0,1,0,0,2,7,1.14
5,April,1,1,4.40,30.2,24,15,5,11,27,1.14
6,2021-05-05,0,1,4.30,7.0,5,3,1,1,7,1.09
7,2021-05-11,0,0,4.30,6.1,6,3,1,1,11,1.09
8,2021-05-17,0,1,4.32,6.0,3,3,2,4,8,1.10
9,2021-05-24,1,0,4.02,6.0,4,1,1,2,3,1.09
10,2021-05-30,1,0,3.88,6.2,3,2,1,1,5,1.04
11,May,2,2,3.38,32.0,21,12,6,9,34,0.94
12,2021-06-05,0,0,4.05,4.0,6,3,2,0,8,1.07
13,2021-06-12,0,0,3.67,7.0,3,0,0,3,6,1.05
14,2021-06-18,1,0,3.46,7.0,4,1,0,3,6,1.04
15,2021-06-25,1,0,3.34,5.2,2,1,1,4,6,1.04
16,June,2,0,1.90,23.2,15,5,3,10,26,1.06
17,2021-07-01,1,0,3.18,7.0,5,1,1,1,6,1.03
18,2021-07-07,0,1,3.48,5.0,8,5,1,3,5,1.09
19,2021-07-17,0,1,3.92,5.0,9,7,2,1,7,1.13
20,2021-07-23,0,0,3.95,6.0,6,3,2,1,12,1.13
21,2021-07-28,0,1,4.01,5.0,7,3,1,2,7,1.16
22,July,1,3,6.11,28.0,35,19,7,8,37,1.54
23,2021-08-03,1,0,3.89,6.0,6,1,1,2,5,1.17
24,2021-08-08,0,0,3.73,5.0,4,0,0,3,6,1.18
25,2021-08-14,0,0,3.82,4.1,5,3,1,4,5,1.21
26,2021-08-20,0,1,4.22,2.2,7,7,3,3,2,1.26
27,2021-08-26,0,0,4.33,5.0,4,4,0,1,3,1.25
28,2021-08-31,0,0,4.12,7.0,4,0,0,2,4,1.23
29,August,1,1,4.50,30.0,30,15,5,15,25,1.50
30,2021-09-06,0,1,4.32,1.2,3,4,1,4,0,1.27
31,2021-09-12,0,0,4.23,5.0,6,1,0,1,8,1.27
32,2021-09-18,0,1,4.32,3.0,8,3,0,0,3,1.30
33,2021-09-23,0,0,4.41,3.0,3,3,0,4,3,1.32
34,September,0,2,7.82,12.2,20,11,1,9,14,2.29
