,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-04-17,0,0,0.00,1.0,0,0,0,0,1,0.00
1,2019-04-18,0,0,3.00,2.0,0,1,0,1,1,0.33
2,2019-04-21,0,0,2.25,1.0,0,0,0,0,2,0.25
3,2019-04-22,0,0,1.80,1.0,0,0,0,0,0,0.20
4,2019-04-23,0,0,1.50,1.0,0,0,0,0,2,0.17
5,2019-04-27,0,0,1.29,1.0,1,0,0,0,2,0.29
6,2019-04-28,0,0,1.23,0.1,0,0,0,0,0,0.27
7,April,0,0,1.23,7.1,1,1,0,1,8,0.27
8,2019-05-02,0,0,1.13,0.2,0,0,0,0,1,0.25
9,2019-05-07,0,0,1.00,1.0,0,0,0,0,3,0.22
10,2019-05-08,0,0,0.90,1.0,0,0,0,0,1,0.20
11,2019-05-10,0,0,0.87,0.1,2,0,0,0,1,0.39
12,2019-05-14,0,0,0.79,1.0,1,0,0,0,1,0.44
13,2019-05-15,0,0,0.71,1.1,2,0,0,2,2,0.71
14,2019-05-18,0,0,0.61,2.0,1,0,0,0,5,0.68
15,2019-05-22,1,0,0.56,1.1,1,0,0,0,1,0.69
16,2019-05-23,0,0,0.53,1.0,0,0,0,2,1,0.76
17,2019-05-28,0,0,0.47,2.0,1,0,0,0,3,0.74
18,2019-05-31,0,0,0.44,1.2,1,0,0,0,2,0.73
19,May,1,0,0.00,13.1,9,0,0,4,21,0.98
20,2019-06-07,0,0,0.83,1.0,2,1,0,0,1,0.78
21,2019-06-08,0,0,0.82,0.1,0,0,0,0,0,0.77
22,2019-06-11,0,1,1.50,2.0,2,2,2,0,2,0.79
23,2019-06-14,1,0,1.42,1.1,0,0,0,0,2,0.75
24,2019-06-16,0,0,1.38,0.2,1,0,0,1,0,0.81
25,2019-06-19,0,0,1.33,1.0,0,0,0,0,0,0.78
26,2019-06-20,0,0,1.26,1.2,1,0,0,2,2,0.84
27,2019-06-21,0,0,1.23,0.2,0,0,0,0,0,0.82
28,2019-06-26,0,0,1.21,0.1,1,0,0,0,0,0.84
29,2019-06-27,0,0,1.17,1.0,0,0,0,1,3,0.85
30,2019-06-30,0,0,1.14,1.0,0,0,0,0,1,0.82
31,June,1,1,2.45,11.0,7,3,2,4,11,1.00
32,2019-07-01,0,0,1.10,1.0,0,0,0,0,2,0.80
33,2019-07-04,0,0,1.64,0.1,2,2,1,0,1,0.85
34,2019-07-05,0,0,1.80,2.0,2,1,1,0,2,0.86
35,2019-07-07,0,0,1.75,1.0,0,0,0,0,2,0.83
36,2019-07-13,0,0,1.70,1.0,0,0,0,0,2,0.81
37,2019-07-14,0,0,1.69,0.1,0,0,0,0,1,0.80
38,2019-07-15,0,0,1.91,0.1,2,1,1,1,1,0.88
39,2019-07-19,0,0,1.86,1.0,0,0,0,0,2,0.85
40,2019-07-20,0,0,2.06,0.2,1,1,1,0,1,0.86
41,2019-07-21,0,0,2.01,1.0,0,0,0,0,3,0.84
42,2019-07-24,0,0,1.96,1.0,0,0,0,0,2,0.82
43,2019-07-27,0,1,2.11,1.1,1,1,1,2,0,0.87
44,2019-07-30,0,0,2.05,1.1,3,0,0,0,1,0.91
45,July,0,1,4.38,12.1,11,6,5,3,20,1.14
46,2019-08-01,0,0,2.00,1.0,0,0,0,0,1,0.89
47,2019-08-03,0,0,1.96,1.0,1,0,0,0,1,0.89
48,2019-08-06,0,0,1.91,1.0,2,0,0,0,3,0.91
49,2019-08-09,0,0,2.06,1.0,1,1,1,0,1,0.92
50,2019-08-10,0,0,2.02,1.0,0,0,0,0,2,0.90
51,2019-08-11,0,0,2.01,0.1,0,0,0,0,0,0.89
52,2019-08-13,0,0,1.95,1.1,0,0,0,0,4,0.87
53,2019-08-17,0,0,1.88,2.0,0,0,0,0,4,0.84
54,2019-08-21,1,0,2.35,1.0,3,3,1,0,1,0.88
55,2019-08-22,0,0,2.30,1.0,0,0,0,0,0,0.86
56,2019-08-29,0,0,2.37,2.1,2,1,1,0,3,0.86
57,2019-08-31,0,0,2.34,0.2,0,0,0,0,1,0.85
58,August,1,0,3.29,13.2,9,5,3,0,21,0.66
59,2019-09-02,0,0,2.30,1.0,0,0,0,0,1,0.84
60,2019-09-03,0,0,2.26,1.0,0,0,0,0,2,0.82
61,2019-09-05,0,0,2.23,1.0,1,0,0,1,0,0.84
62,2019-09-06,0,0,2.19,1.0,0,0,0,0,1,0.83
63,2019-09-10,1,0,2.15,1.0,0,0,0,0,2,0.81
64,2019-09-14,0,0,2.12,1.0,0,0,0,0,1,0.80
65,2019-09-18,0,0,2.19,2.0,2,1,1,0,3,0.81
66,2019-09-20,0,0,2.43,1.0,2,2,1,0,1,0.83
67,2019-09-21,0,0,2.39,1.0,0,0,0,0,1,0.81
68,2019-09-23,0,0,2.38,0.1,2,0,0,0,0,0.84
69,2019-09-24,0,0,2.35,1.0,1,0,0,0,2,0.84
70,2019-09-27,0,0,2.31,1.0,0,0,0,0,1,0.83
71,September,1,0,2.19,12.1,8,3,2,1,15,0.73
