,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,March,0,0,8.31,4.1,6,4,1,2,3,1.85
1,2019-03-31,0,0,8.31,4.1,6,4,1,2,3,1.85
2,2019-04-06,0,0,6.75,5.0,5,3,0,2,4,1.61
3,2019-04-12,0,1,5.17,6.1,5,2,1,0,8,1.28
4,2019-04-18,1,0,3.92,5.0,4,0,0,1,9,1.21
5,2019-04-23,1,0,3.33,6.1,6,1,0,1,7,1.19
6,2019-04-28,0,0,3.73,4.1,6,3,2,1,5,1.24
7,April,2,1,3.00,27.0,26,9,3,5,33,1.15
8,2019-05-04,1,0,3.29,7.0,3,1,0,1,8,1.12
9,2019-05-09,0,0,2.98,7.0,3,1,0,2,6,1.06
10,2019-05-14,0,1,3.16,6.0,7,3,1,2,5,1.11
11,2019-05-20,0,1,3.14,6.0,4,2,1,0,7,1.06
12,2019-05-26,1,0,3.03,5.0,6,1,0,2,6,1.11
13,May,2,2,2.32,31.0,23,8,2,7,32,0.97
14,2019-09-21,0,0,2.94,2.0,0,0,0,0,1,1.07
15,September,0,0,0.00,2.0,0,0,0,0,1,0.00
