,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-30,0,1,10.38,1,0,4.1,8,6,5,1,3,5,2.54
1,March,0,1,10.38,1,0,4.1,8,6,5,1,3,5,2.54
2,2019-04-04,0,1,12.38,1,0,3.2,8,6,6,1,3,2,2.75
3,2019-04-12,1,0,7.98,1,0,6.2,3,2,2,1,0,8,1.70
4,2019-04-19,0,0,7.20,1,0,5.1,7,4,3,1,1,6,1.65
5,2019-04-24,1,0,5.88,1,0,6.0,2,1,1,0,3,7,1.46
6,2019-04-29,0,0,6.16,1,0,4.2,7,4,4,0,2,7,1.53
7,April,2,1,5.47,5,0,26.1,27,17,16,3,9,30,1.37
8,2019-05-04,1,0,5.40,1,0,6.0,6,1,1,0,2,6,1.50
9,2019-05-10,1,0,4.53,1,0,7.0,5,0,0,0,1,5,1.40
10,2019-05-15,0,0,4.89,1,0,6.0,9,5,5,0,1,10,1.43
11,2019-05-21,0,1,5.43,1,0,5.0,6,6,6,3,3,5,1.46
12,2019-05-26,1,0,5.04,1,0,6.0,4,1,1,0,1,5,1.40
13,May,3,1,3.90,5,0,30.0,30,13,13,3,8,31,1.27
14,2019-06-04,1,0,4.88,1,0,5.2,6,2,2,1,0,7,1.37
15,2019-06-09,0,1,5.00,1,0,5.2,7,4,4,2,2,7,1.39
16,2019-06-14,1,0,4.67,1,0,7.0,6,1,1,1,0,4,1.34
17,2019-06-19,1,0,4.71,1,0,7.0,8,4,4,2,3,9,1.36
18,2019-06-24,0,0,4.87,1,0,6.1,6,5,5,2,2,4,1.35
19,2019-06-30,0,0,4.79,1,0,5.1,4,2,2,0,4,5,1.36
20,June,3,1,4.38,6,0,37.0,37,18,18,8,11,36,1.30
21,2019-07-05,1,0,4.65,1,0,5.0,4,1,1,0,1,4,1.34
22,2019-07-12,1,0,4.43,1,0,7.0,5,1,1,1,2,10,1.32
23,2019-07-17,1,0,4.34,1,0,6.1,3,2,2,2,3,4,1.30
24,2019-07-22,1,0,4.10,1,0,7.0,2,0,0,0,4,6,1.28
25,2019-07-27,1,0,4.13,1,0,5.2,7,3,3,1,3,5,1.30
26,July,5,0,2.03,5,0,31.0,21,7,7,4,13,29,1.10
27,2019-08-02,0,1,4.19,1,0,6.2,5,4,4,1,6,8,1.32
28,2019-08-07,0,0,4.17,1,0,5.0,7,2,2,0,3,1,1.34
29,2019-08-12,0,0,4.31,1,0,6.0,10,5,5,2,3,5,1.37
30,2019-08-17,1,0,4.10,1,0,7.1,4,0,0,0,2,4,1.35
31,2019-08-23,1,0,3.92,1,0,7.0,5,0,0,0,1,6,1.33
32,2019-08-28,1,0,3.97,1,0,5.0,9,3,3,0,3,5,1.36
33,August,3,1,3.41,6,0,37.0,40,14,14,3,18,29,1.57
34,2019-09-04,1,0,3.81,1,0,7.0,5,0,0,0,4,8,1.36
35,2019-09-09,0,1,3.73,1,0,6.0,5,1,1,1,1,9,1.34
36,2019-09-14,0,0,3.64,1,0,6.2,4,1,1,0,1,12,1.32
37,2019-09-19,1,0,3.57,1,0,6.0,3,1,1,0,2,10,1.31
38,2019-09-24,1,0,3.80,1,0,5.0,11,7,7,1,3,6,1.34
39,2019-09-29,0,0,3.81,1,0,7.0,4,3,3,0,2,8,1.33
40,September,3,1,3.11,6,0,37.2,32,13,13,2,13,53,1.19
