,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-04,0,0,0.00,2.0,1,0,0,0,3,0.50
1,2021-04-15,0,0,0.00,1.0,1,0,0,0,2,0.67
2,2021-04-21,0,0,0.00,1.1,3,0,0,0,2,1.15
3,2021-04-23,0,0,0.00,2.0,0,0,0,0,3,0.79
4,2021-04-27,0,0,0.00,1.1,0,0,0,0,2,0.65
5,April,0,0,0.00,7.2,5,0,0,0,12,0.65
6,2021-05-01,0,0,1.08,0.2,3,1,1,1,2,1.08
7,2021-05-03,1,0,0.96,1.0,0,0,0,0,1,0.96
8,2021-05-07,0,0,0.82,1.2,0,0,0,0,2,0.82
9,2021-05-09,0,0,1.42,1.2,1,1,1,0,3,0.79
10,2021-05-14,0,0,2.77,0.1,1,2,0,1,1,0.92
11,2021-05-18,0,0,2.45,1.2,0,0,0,1,2,0.89
12,2021-05-19,0,0,2.25,1.1,0,0,0,0,2,0.81
13,2021-05-22,0,0,2.12,1.0,0,0,0,1,1,0.82
14,2021-05-23,0,0,2.08,0.1,1,0,0,2,0,0.98
15,2021-05-27,0,0,2.00,0.2,1,0,0,0,1,1.00
16,2021-05-29,0,0,1.89,1.0,0,0,0,0,2,0.95
17,2021-05-30,0,0,1.83,0.2,0,0,0,1,2,0.97
18,May,1,0,3.00,12.0,7,4,2,7,19,1.17
19,2021-06-01,0,0,1.74,1.0,1,0,0,1,1,1.02
20,2021-06-04,1,0,1.66,1.0,1,0,0,0,1,1.02
21,2021-06-11,0,0,1.96,1.1,2,1,0,0,2,1.04
22,2021-06-15,0,0,1.90,0.2,1,0,0,0,0,1.06
23,2021-06-17,0,0,2.59,0.2,2,2,0,0,1,1.11
24,2021-06-21,0,0,2.49,1.0,1,0,0,1,3,1.14
25,2021-06-22,0,0,2.39,1.0,0,0,0,0,0,1.10
26,2021-06-25,0,0,2.30,1.0,0,0,0,1,1,1.10
27,2021-06-28,0,0,2.17,1.2,1,0,0,2,2,1.14
28,2021-06-30,0,0,2.05,1.2,0,0,0,0,1,1.08
29,June,1,0,2.45,11.0,9,3,0,5,12,1.27
30,2021-07-04,0,1,2.61,0.1,3,2,0,1,1,1.19
31,2021-07-09,0,0,3.09,1.0,0,2,0,2,0,1.22
32,2021-07-11,0,0,3.31,0.2,1,1,1,0,0,1.22
33,2021-07-18,0,0,3.21,1.0,1,0,0,0,2,1.22
34,2021-07-19,0,0,3.12,1.0,1,0,0,1,0,1.24
35,2021-07-21,0,0,3.06,0.2,1,0,0,0,1,1.25
36,2021-07-23,0,0,3.00,0.2,1,0,0,1,2,1.28
37,2021-07-25,1,0,2.97,0.1,0,0,0,0,0,1.27
38,2021-07-28,0,0,2.89,1.0,0,0,0,1,2,1.26
39,2021-07-30,0,0,2.82,1.0,0,0,0,0,1,1.23
40,2021-07-31,0,0,2.75,1.0,0,0,0,0,2,1.19
41,July,1,1,5.19,8.2,8,5,1,6,11,1.62
42,2021-08-04,0,1,2.90,1.0,1,1,0,1,1,1.21
43,2021-08-06,0,0,2.83,1.0,0,0,0,0,0,1.19
44,2021-08-08,0,0,2.98,1.0,1,1,1,0,0,1.18
45,2021-08-12,0,0,2.91,1.0,2,0,0,0,0,1.20
46,2021-08-16,0,0,2.86,0.2,0,0,0,0,0,1.18
47,2021-08-19,0,0,2.80,1.0,0,0,0,1,1,1.18
48,2021-08-21,0,0,2.93,1.0,2,1,0,0,3,1.20
49,2021-08-25,0,0,2.87,1.0,1,0,0,0,2,1.19
50,2021-08-28,0,1,3.19,1.0,2,2,1,1,1,1.23
51,2021-08-31,0,0,3.12,1.0,0,0,0,0,1,1.20
52,August,0,2,4.66,9.2,9,5,2,3,9,1.24
53,2021-09-03,0,0,3.06,1.0,1,0,0,0,2,1.20
54,2021-09-04,1,0,2.98,1.1,0,0,0,0,1,1.17
55,2021-09-06,0,1,3.27,1.0,4,2,0,0,1,1.22
56,2021-09-10,0,0,3.15,2.0,2,0,0,1,1,1.23
57,2021-09-15,0,0,3.09,1.0,0,0,0,0,1,1.21
58,2021-09-16,1,0,2.98,2.0,0,0,0,0,2,1.17
59,2021-09-19,0,0,2.97,0.1,1,0,0,1,0,1.20
60,2021-09-20,0,0,2.90,1.1,0,0,0,0,0,1.17
61,2021-09-23,0,0,2.82,1.2,0,0,0,0,2,1.14
62,2021-09-24,0,0,2.79,0.2,1,0,0,0,0,1.14
63,2021-09-28,0,0,2.74,1.0,0,0,0,0,0,1.12
64,2021-09-30,0,0,2.70,1.0,1,0,0,0,0,1.12
65,September,2,1,1.26,14.1,10,2,0,2,10,0.84
