,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-05-03,1,0,3.68,7.1,6,3,3,0,6,0.82
1,2018-05-23,1,0,2.03,6.0,2,0,0,4,4,0.90
2,2018-05-28,1,0,3.93,5.0,6,5,2,1,2,1.04
3,May,3,0,3.93,18.1,14,8,5,5,12,1.04
4,2018-06-12,0,1,5.09,4.2,8,5,2,3,5,1.30
5,2018-06-16,0,0,5.04,2.0,2,1,1,0,1,1.28
6,2018-06-24,1,0,4.65,6.0,6,2,0,0,4,1.23
7,2018-06-30,0,1,4.66,5.2,5,3,1,1,3,1.20
8,June,1,2,5.40,18.1,21,11,4,4,13,1.36
9,2018-07-11,0,0,4.87,4.0,6,3,2,2,4,1.28
10,2018-07-29,0,0,4.75,1.0,0,0,0,0,0,1.25
11,July,0,0,5.40,5.0,6,3,2,2,4,1.60
12,2018-08-18,0,1,4.62,7.0,3,3,1,1,6,1.15
13,2018-08-23,0,1,5.09,4.1,5,5,0,5,4,1.25
14,2018-08-29,0,0,4.94,5.1,5,2,1,2,5,1.25
15,August,0,2,5.40,16.2,13,10,2,8,15,1.26
16,2018-09-03,0,1,5.04,6.0,7,4,3,0,8,1.24
17,2018-09-08,0,0,5.35,4.2,9,5,3,0,4,1.29
18,2018-09-16,0,0,5.27,1.0,2,0,0,0,1,1.30
19,2018-09-23,0,0,5.21,6.0,5,3,1,3,2,1.30
20,2018-09-28,0,0,5.28,0.2,1,1,1,1,1,1.32
21,September,0,1,6.38,18.1,24,13,8,4,16,1.53
