,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-06,0,0,4.76,1,0,5.2,4,3,3,3,0,3,0.71
1,2021-04-11,1,0,2.13,1,0,7.0,1,0,0,0,1,8,0.47
2,2021-04-17,0,1,3.78,1,0,4.0,8,4,4,1,0,3,0.84
3,2021-04-23,0,1,4.57,1,0,5.0,6,4,4,1,4,5,1.11
4,2021-04-29,0,0,4.91,1,0,4.0,5,3,3,0,4,4,1.29
5,April,1,2,4.91,5,0,25.2,24,14,14,5,9,23,1.29
6,2021-05-05,0,1,6.07,1,0,4.0,6,6,6,1,2,6,1.38
7,2021-05-10,1,0,5.00,1,0,6.1,4,0,0,0,0,6,1.25
8,2021-05-16,0,0,4.50,1,0,4.0,1,0,0,0,2,3,1.20
9,May,1,1,3.77,3,0,14.1,11,6,6,1,4,15,1.05
10,2021-09-01,1,0,4.11,1,0,6.0,4,1,1,1,0,3,1.13
11,2021-09-08,0,1,4.24,1,0,5.0,4,3,3,0,2,4,1.14
12,2021-09-14,0,1,4.42,1,0,4.0,5,4,3,1,1,4,1.16
13,2021-09-21,0,1,4.38,1,0,6.2,7,5,3,3,0,7,1.15
14,2021-09-28,0,0,4.25,1,0,4.0,3,1,1,0,4,6,1.19
15,September,1,3,3.86,5,0,25.2,23,14,11,5,7,24,1.17
