,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-25,0,0,0.00,0,0,1.1,1,0,0,0,0,2,0.75
1,2020-07-30,0,0,0.00,0,0,0.2,1,0,0,0,1,2,1.50
2,2020-07-31,0,0,0.00,0,0,1.0,0,0,0,0,1,1,1.33
3,July,0,0,0.00,0,0,3.0,2,0,0,0,2,5,1.33
4,2020-08-06,0,0,0.00,0,0,1.0,1,0,0,0,0,1,1.25
5,2020-08-09,0,0,0.00,0,0,1.0,1,0,0,0,1,2,1.40
6,2020-08-11,0,0,0.00,0,0,1.0,0,0,0,0,0,2,1.17
7,2020-08-12,0,0,0.00,0,0,1.0,1,0,0,0,1,0,1.29
8,2020-08-15,0,0,0.00,0,0,1.0,1,0,0,0,0,1,1.25
9,2020-08-18,0,0,0.00,0,0,1.0,0,0,0,0,0,2,1.11
10,2020-08-22,0,0,0.00,0,0,1.1,0,0,0,0,1,1,1.06
11,2020-08-23,0,0,0.77,0,0,1.1,0,1,1,0,1,2,1.03
12,2020-08-26,0,1,1.38,0,0,1.1,1,1,1,1,0,3,1.00
13,August,0,1,1.80,0,0,10.0,5,2,2,1,4,14,0.90
14,2020-09-02,1,0,1.29,0,0,1.0,0,0,0,0,0,1,0.93
15,2020-09-04,0,0,2.45,0,0,0.2,2,2,2,1,0,1,1.02
16,2020-09-06,0,0,2.30,0,0,1.0,1,0,0,0,0,0,1.02
17,2020-09-07,0,0,2.16,0,0,1.0,0,0,0,0,1,2,1.02
18,2020-09-09,0,0,2.55,0,0,1.0,2,1,1,0,0,0,1.08
19,2020-09-11,0,0,2.89,0,0,1.0,1,1,1,1,1,0,1.13
20,2020-09-19,0,0,3.66,0,0,1.0,2,3,2,1,0,0,1.17
21,2020-09-20,0,0,3.60,0,1,0.1,0,0,0,0,0,0,1.15
22,2020-09-21,0,0,3.43,0,0,1.0,0,0,0,0,2,0,1.19
23,2020-09-24,0,0,3.63,0,0,1.1,1,1,1,1,0,2,1.16
24,September,1,0,6.75,0,1,9.1,9,8,7,4,4,6,1.39
