,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-28,0,0,0.00,7.0,2,0,0,4,7,0.86
1,March,0,0,0.00,7.0,2,0,0,4,7,0.86
2,2019-04-02,0,1,1.42,5.2,9,2,0,1,5,1.26
3,2019-04-07,0,1,2.41,6.0,6,3,0,1,6,1.23
4,2019-04-14,0,1,1.99,4.0,3,0,0,4,5,1.32
5,2019-04-19,1,0,1.76,8.0,6,1,0,2,6,1.24
6,2019-04-26,0,0,1.43,7.0,1,0,0,2,7,1.09
7,April,1,3,1.76,30.2,25,6,0,10,29,1.14
8,2019-05-01,0,1,2.20,3.1,6,4,0,2,3,1.20
9,2019-05-06,0,1,2.96,4.2,8,5,2,2,2,1.29
10,2019-05-11,0,1,3.12,6.1,8,3,1,0,4,1.29
11,2019-05-16,0,0,2.95,6.0,7,1,0,1,6,1.29
12,2019-05-21,1,0,2.81,6.0,5,1,1,6,4,1.34
13,2019-05-26,1,0,2.74,5.0,5,1,1,1,2,1.33
14,May,2,3,4.31,31.1,39,15,5,12,21,1.63
15,2019-06-01,0,1,2.84,7.0,7,3,0,0,2,1.30
16,2019-06-07,0,1,3.31,5.2,7,6,2,2,4,1.32
17,2019-06-13,1,0,3.18,6.0,7,1,0,0,5,1.31
18,2019-06-18,0,1,3.23,7.0,4,3,2,1,3,1.27
19,2019-06-23,1,0,3.04,6.0,5,0,0,1,6,1.25
20,2019-06-29,0,0,3.18,4.0,4,3,1,2,4,1.26
21,June,2,3,4.04,35.2,34,16,5,6,24,1.12
22,2019-07-14,0,1,3.25,6.0,7,3,0,2,7,1.27
23,2019-07-19,1,0,3.06,7.0,6,0,0,0,5,1.25
24,2019-07-24,0,1,2.96,7.0,5,1,0,1,6,1.23
25,July,1,2,1.80,20.0,18,4,0,3,18,1.05
26,2019-08-03,0,0,3.07,4.1,7,3,0,2,3,1.26
27,2019-08-09,0,0,3.20,6.0,9,4,1,3,9,1.29
28,2019-08-15,1,0,3.21,5.1,4,2,2,4,5,1.30
29,2019-08-21,0,0,3.18,4.0,5,1,0,1,1,1.30
30,2019-08-27,0,1,3.29,6.0,6,4,2,2,7,1.30
31,August,1,1,4.91,25.2,31,14,5,12,25,1.68
32,2019-09-01,0,0,3.28,6.0,7,2,1,2,6,1.31
33,2019-09-07,0,1,3.42,4.0,10,4,1,0,6,1.34
34,2019-09-12,1,0,3.35,6.1,4,1,0,4,6,1.34
35,2019-09-17,1,0,3.21,7.0,4,0,0,1,7,1.31
36,2019-09-22,0,0,3.23,4.2,3,2,1,3,2,1.31
37,2019-09-27,1,0,3.22,6.0,6,2,0,1,8,1.31
38,September,3,1,2.91,34.0,34,11,3,11,35,1.32
