,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-05-12,1,0,4.50,6.0,6,3,1,0,3,1.00
1,2018-05-20,0,1,6.75,4.2,8,5,3,2,4,1.50
2,2018-05-25,1,0,4.15,6.2,4,0,0,3,3,1.33
3,2018-05-30,0,1,3.47,6.0,4,1,1,1,2,1.20
4,May,2,2,3.47,23.1,22,9,5,6,12,1.20
5,2018-06-07,0,0,3.07,6.0,5,1,1,2,4,1.19
6,2018-06-12,0,1,4.13,3.1,5,5,2,4,2,1.35
7,2018-06-19,0,0,4.82,4.2,5,5,1,3,2,1.39
8,2018-06-24,0,1,5.44,4.0,7,5,0,2,4,1.48
9,2018-06-29,0,1,5.94,5.2,9,6,1,2,2,1.53
10,June,0,3,8.37,23.2,31,22,5,13,14,1.86
11,2018-07-04,0,0,6.06,2.0,2,2,1,1,3,1.53
12,2018-07-28,0,0,5.94,1.0,0,0,0,0,1,1.50
13,July,0,0,6.00,3.0,2,2,1,1,4,1.00
14,2018-08-03,0,1,6.41,3.1,6,5,2,1,4,1.54
15,2018-08-09,0,0,6.25,5.2,4,3,1,3,3,1.51
16,2018-08-17,0,1,5.95,6.0,5,2,1,4,3,1.51
17,2018-08-22,0,1,5.50,7.0,3,1,1,0,7,1.40
18,2018-08-27,1,0,5.08,6.0,4,0,0,2,5,1.37
19,August,1,3,3.54,28.0,22,11,5,10,22,1.14
20,2018-09-02,0,1,5.27,4.0,9,4,0,0,3,1.41
21,2018-09-08,0,1,5.17,5.0,7,2,0,0,3,1.41
22,2018-09-16,0,0,5.22,4.1,6,3,3,1,7,1.42
23,2018-09-22,0,0,5.14,5.0,4,2,2,4,5,1.43
24,2018-09-28,0,0,4.88,7.0,3,1,1,2,4,1.38
25,September,0,2,4.26,25.1,29,12,6,7,22,1.42
