,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-03-30,0,0,1.69,1,0,5.1,4,1,1,1,3,8,1.31
1,March,0,0,1.69,1,0,5.1,4,1,1,1,3,8,1.31
2,2018-04-05,0,1,4.32,1,0,3.0,2,3,3,0,6,4,1.80
3,2018-04-10,0,0,4.73,1,0,5.0,5,3,3,1,1,7,1.58
4,2018-04-16,0,1,6.89,1,0,2.1,5,5,5,1,5,3,1.98
5,2018-04-22,0,1,5.82,1,0,6.0,2,2,2,1,0,10,1.52
6,2018-04-29,1,0,4.40,1,0,7.0,2,0,0,0,1,9,1.26
7,April,1,3,5.01,5,0,23.1,16,13,13,3,13,33,1.24
8,2018-05-05,1,0,3.67,1,0,5.2,3,0,0,0,1,7,1.17
9,2018-05-10,0,1,3.63,1,0,5.1,7,2,2,0,2,5,1.24
10,2018-05-17,0,1,4.22,1,0,3.0,2,4,4,0,4,4,1.29
11,2018-05-22,1,0,3.83,1,0,6.2,3,1,1,0,2,8,1.22
12,2018-05-28,1,0,3.51,1,0,7.0,4,1,1,1,1,4,1.15
13,May,3,2,2.60,5,0,27.2,19,8,8,1,10,28,1.05
14,2018-06-02,0,1,4.03,1,0,4.0,5,5,5,2,2,5,1.19
15,2018-06-08,1,0,3.70,1,0,5.1,4,0,0,0,2,5,1.19
16,2018-06-13,0,0,3.75,1,0,6.1,8,3,3,1,0,4,1.19
17,2018-06-18,0,0,4.03,1,0,4.0,6,4,4,1,2,4,1.24
18,2018-06-24,0,0,4.19,1,0,1.1,1,2,2,1,1,1,1.24
19,June,1,1,6.00,5,0,21.0,24,14,14,5,7,19,1.48
