,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-23,0,0,0.00,0,0,2.0,1,0,0,0,1,1,1.00
1,2021-04-30,0,0,0.00,0,0,0.2,2,0,0,0,0,1,1.50
2,April,0,0,0.00,0,0,2.2,3,0,0,0,1,2,1.50
3,2021-05-05,0,0,3.38,0,0,0.0,2,1,1,0,1,0,2.63
4,May,0,0,-.--,0,0,0.0,2,1,1,0,1,0,-.--
5,2021-07-09,0,0,9.82,0,0,1.0,3,3,3,1,0,1,2.73
6,2021-07-18,0,0,8.31,0,0,0.2,1,0,0,0,2,0,3.00
7,2021-07-27,0,0,8.53,0,0,2.0,3,2,2,0,0,2,2.53
8,2021-07-29,0,0,6.75,0,0,1.2,1,0,0,0,0,1,2.13
9,2021-07-31,0,0,6.00,0,1,1.0,0,0,0,0,1,0,2.00
10,July,0,0,7.11,0,1,6.1,8,5,5,1,3,4,1.74
11,2021-08-01,0,0,6.52,0,0,0.2,1,1,1,1,0,0,1.97
12,2021-08-05,0,0,5.91,0,0,1.0,0,0,0,0,0,0,1.78
13,2021-08-06,0,0,6.55,0,0,0.1,1,1,1,1,0,1,1.82
14,2021-08-08,0,0,5.54,0,0,2.0,1,0,0,0,0,1,1.62
15,2021-08-10,0,0,6.75,0,0,0.1,1,2,2,0,1,0,1.73
16,August,0,0,8.31,0,0,4.1,4,4,4,2,1,2,1.15
