,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-07-29,0,0,13.50,2.0,2,3,1,1,3,1.50
1,July,0,0,13.50,2.0,2,3,1,1,3,1.50
2,2019-08-01,0,0,10.80,3.0,2,3,2,0,2,1.00
3,2019-08-04,0,0,10.50,1.0,2,1,0,1,2,1.33
4,2019-08-23,0,0,7.00,3.0,2,0,0,1,2,1.22
5,2019-08-28,0,0,5.91,1.2,0,0,0,1,1,1.13
6,August,0,0,4.15,8.2,6,4,2,3,7,1.04
7,2019-09-02,0,1,6.35,0.2,1,1,0,1,0,1.24
8,2019-09-06,0,0,5.84,1.0,1,0,0,0,2,1.22
9,2019-09-08,0,0,7.62,0.2,1,3,0,2,1,1.38
10,2019-09-10,0,0,7.07,1.0,1,0,0,0,1,1.36
11,2019-09-14,0,0,6.46,1.1,1,0,0,0,1,1.30
12,2019-09-15,0,0,6.06,1.0,1,0,0,0,1,1.29
13,2019-09-19,0,0,7.41,0.2,3,3,0,1,1,1.47
14,2019-09-21,0,0,6.52,2.1,0,0,0,0,1,1.29
15,2019-09-23,0,0,6.20,1.0,0,0,0,0,1,1.23
16,2019-09-28,0,0,6.00,0.2,0,0,0,0,1,1.19
17,2019-09-29,0,1,6.43,0.0,1,1,0,1,0,1.29
18,September,0,2,6.97,10.1,10,8,0,5,10,1.45
