,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,March,0,0,6.75,1.1,3,1,0,0,1,2.25
1,2019-03-31,0,0,6.75,1.1,3,1,0,0,1,2.25
2,2019-04-02,0,0,3.86,1.0,2,0,0,0,2,2.14
3,2019-04-03,0,0,6.00,0.2,2,1,0,0,1,2.33
4,2019-04-06,0,0,6.75,1.0,1,1,0,0,0,2.00
5,2019-04-07,0,0,5.40,1.0,1,0,0,0,1,1.80
6,2019-04-09,0,0,4.50,1.0,2,0,1,0,1,1.83
7,2019-04-11,0,0,3.86,1.0,2,0,0,1,2,2.00
8,2019-04-13,0,0,4.00,2.0,1,1,1,0,4,1.67
9,2019-04-15,0,0,3.48,1.1,0,0,0,1,1,1.55
10,2019-04-19,0,0,3.27,0.2,0,0,0,0,0,1.45
11,2019-04-21,0,0,2.57,3.0,0,0,0,0,1,1.14
12,2019-04-24,0,0,4.20,1.0,5,3,0,0,1,1.40
13,2019-04-27,0,0,4.24,2.0,2,1,0,2,2,1.47
14,2019-04-30,0,0,3.86,1.2,1,0,0,1,3,1.45
15,April,0,0,3.63,17.1,19,7,2,5,19,1.38
16,2019-05-03,0,0,3.60,1.1,0,0,0,1,0,1.40
17,2019-05-04,0,0,3.13,3.0,1,0,0,0,4,1.26
18,2019-05-08,0,0,2.88,2.0,1,0,0,0,3,1.20
19,2019-05-16,0,0,2.84,0.1,1,0,0,2,0,1.30
20,2019-05-18,0,0,2.63,2.0,0,0,0,1,1,1.24
21,2019-05-20,0,0,2.57,0.2,0,0,0,0,0,1.21
22,2019-05-22,0,0,2.48,1.0,0,0,0,0,1,1.17
23,2019-05-23,1,0,3.30,1.0,3,3,0,1,2,1.27
24,2019-05-25,0,0,3.41,1.2,2,1,0,0,0,1.26
25,2019-05-28,0,0,3.58,1.0,2,1,0,1,2,1.32
26,2019-05-29,0,0,3.74,1.0,2,1,0,0,0,1.34
27,2019-05-31,0,0,3.63,1.0,0,0,0,1,0,1.33
28,May,1,0,3.38,16.0,12,6,0,7,13,1.19
29,2019-06-01,0,0,3.82,0.2,2,1,1,0,1,1.36
30,2019-06-04,0,1,5.05,0.1,3,5,0,2,0,1.49
31,2019-06-07,0,0,4.91,1.0,0,0,0,0,3,1.45
32,2019-06-14,0,0,4.78,1.0,1,0,0,0,0,1.43
33,2019-06-15,0,0,4.89,1.0,2,1,0,0,0,1.45
34,2019-06-18,0,0,4.81,0.2,0,0,0,0,2,1.42
35,2019-06-20,0,0,4.91,1.0,1,1,1,0,1,1.41
36,2019-06-23,0,0,4.83,0.2,1,0,0,1,1,1.44
37,2019-06-25,0,0,4.68,1.1,0,0,0,1,2,1.42
38,2019-06-26,0,0,4.57,1.0,2,0,0,0,1,1.43
39,2019-06-28,0,0,5.08,1.0,3,3,0,0,2,1.47
40,June,0,1,10.24,9.2,15,11,2,4,13,1.97
41,2019-07-03,0,0,4.96,1.0,0,0,0,1,2,1.46
42,2019-07-06,0,0,5.09,0.2,0,1,0,0,1,1.43
43,2019-07-12,0,0,5.17,1.0,2,1,1,0,0,1.45
44,2019-07-14,0,0,5.14,2.0,3,1,1,0,1,1.45
45,2019-07-16,0,0,5.07,0.2,0,0,0,2,0,1.47
46,2019-07-18,0,0,4.88,2.0,0,0,0,1,3,1.43
47,2019-07-21,0,1,4.92,1.1,1,1,1,0,0,1.42
48,2019-07-23,0,0,4.97,1.1,2,1,0,0,1,1.42
49,2019-07-26,0,0,4.88,1.0,1,0,0,1,1,1.43
50,2019-07-30,1,0,4.71,2.0,0,0,0,0,2,1.38
51,July,1,1,3.46,13.0,9,5,3,5,11,1.08
52,2019-08-02,0,0,4.53,2.1,0,0,0,2,1,1.36
53,2019-08-05,0,0,4.43,1.1,1,0,0,0,1,1.34
54,2019-08-06,0,0,4.35,1.0,1,0,0,0,0,1.34
55,2019-08-09,0,0,4.41,1.1,2,1,0,0,1,1.34
56,2019-08-11,0,1,4.66,0.1,2,2,0,0,0,1.37
57,August,0,1,4.26,6.1,6,3,0,2,3,1.26
