,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-04,1,0,1.80,1,0,5.0,3,1,1,0,0,6,0.60
1,2021-04-10,0,1,3.86,1,0,4.1,6,3,3,1,3,2,1.29
2,2021-04-16,1,0,2.93,1,0,6.0,7,1,1,1,3,4,1.43
3,2021-04-22,0,0,2.66,1,0,5.0,4,2,1,0,1,4,1.33
4,2021-04-27,0,0,3.33,1,0,4.0,1,3,3,1,5,3,1.36
5,April,2,1,3.33,5,0,24.1,21,10,9,3,12,19,1.36
6,2021-05-04,0,1,4.39,1,0,2.1,5,4,4,1,1,4,1.46
7,2021-05-11,0,1,4.70,1,0,4.0,4,3,3,0,2,4,1.47
8,2021-05-16,0,0,4.67,1,0,4.0,4,5,2,0,3,5,1.50
9,2021-05-21,1,0,4.31,1,0,5.0,2,1,1,0,4,7,1.46
10,2021-05-26,0,1,4.61,1,0,1.1,2,2,2,0,5,0,1.59
11,May,1,3,6.48,5,0,16.2,17,15,12,1,15,20,1.92
12,2021-07-21,0,1,5.20,1,0,4.0,7,5,5,2,3,0,1.67
13,2021-07-25,0,0,4.98,0,0,2.0,1,0,0,0,1,3,1.64
14,2021-07-27,0,0,4.88,0,0,1.0,1,0,0,0,1,2,1.65
15,July,0,1,6.43,1,0,7.0,9,5,5,2,5,5,2.00
16,2021-08-05,0,0,4.68,0,0,2.0,2,0,0,0,0,2,1.62
17,2021-08-09,0,0,4.44,0,0,2.2,2,0,0,0,1,4,1.59
18,2021-08-12,0,0,4.45,0,0,2.0,1,1,1,1,1,4,1.57
19,2021-08-14,0,0,4.42,0,0,0.1,0,0,0,0,0,0,1.56
20,2021-08-16,0,0,4.31,0,0,1.1,1,0,0,0,0,0,1.54
21,2021-08-18,0,0,4.32,0,0,2.0,3,1,1,1,0,2,1.54
22,2021-08-25,0,0,4.27,0,0,0.2,0,0,0,0,1,1,1.54
23,2021-08-27,0,0,4.13,0,0,2.0,0,0,0,0,2,2,1.52
24,2021-08-30,0,0,4.06,0,0,1.0,2,0,0,0,0,2,1.53
25,August,0,0,1.29,0,0,14.0,11,2,2,2,5,17,1.14
26,2021-09-01,0,0,4.00,0,0,1.0,0,0,0,0,0,2,1.51
27,2021-09-03,0,0,4.45,0,0,1.2,5,4,4,2,1,3,1.56
28,2021-09-18,0,0,4.39,0,0,1.0,0,0,0,0,0,2,1.54
29,2021-09-19,0,0,4.59,0,0,1.0,2,2,2,0,2,1,1.58
30,2021-09-21,0,0,4.52,0,0,1.0,0,0,0,0,0,1,1.55
31,2021-09-25,0,0,4.59,0,0,1.0,1,1,1,1,1,1,1.56
32,2021-09-26,0,0,4.65,0,0,1.0,1,1,1,0,2,2,1.58
33,2021-09-29,0,0,4.63,0,0,2.1,2,1,1,1,0,3,1.56
34,September,0,0,8.10,0,0,10.0,11,9,9,4,6,15,1.70
35,2021-10-02,0,0,4.56,0,0,1.0,1,0,0,0,2,3,1.58
36,October,0,0,0.00,0,0,1.0,1,0,0,0,2,3,3.00
