,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-05-21,0,0,13.50,0,0,2.0,2,3,3,1,1,3,1.50
1,2021-05-26,0,0,6.75,0,0,2.0,0,0,0,0,1,1,1.00
2,May,0,0,6.75,0,0,4.0,2,3,3,1,2,4,1.00
3,2021-06-27,0,0,5.40,0,0,1.0,0,0,0,0,0,1,0.80
4,2021-06-29,0,0,4.50,0,0,1.0,0,0,0,0,0,1,0.67
5,June,0,0,0.00,0,0,2.0,0,0,0,0,0,2,0.00
6,2021-07-03,0,0,3.00,0,0,3.0,1,0,0,0,1,4,0.67
7,2021-07-11,0,1,4.82,0,0,0.1,1,2,2,0,1,0,0.86
8,2021-07-21,0,0,4.35,0,0,1.0,0,0,0,0,1,2,0.87
9,July,0,1,4.15,0,0,4.1,2,2,2,0,3,6,1.15
10,2021-08-15,0,0,5.11,0,0,2.0,2,2,2,2,0,3,0.89
11,2021-08-20,0,0,4.40,0,0,2.0,0,0,0,0,0,4,0.77
12,2021-08-22,0,0,4.20,0,1,0.2,0,0,0,0,0,1,0.73
13,2021-08-26,0,0,3.94,0,0,1.0,1,0,0,0,2,2,0.88
14,2021-08-27,0,1,4.24,0,0,1.0,1,2,1,1,0,1,0.88
15,2021-08-30,0,0,4.08,0,0,0.2,0,0,0,0,0,0,0.85
16,August,0,1,3.68,0,1,7.1,4,4,3,3,2,11,0.82
17,2021-09-03,0,0,3.86,0,1,1.0,0,0,0,0,0,1,0.80
18,2021-09-05,1,0,3.66,0,0,1.0,0,0,0,0,0,1,0.76
19,2021-09-07,0,1,3.66,0,0,0.0,1,1,0,0,0,0,0.81
20,2021-09-11,0,0,3.48,0,0,1.0,2,0,0,0,0,1,0.87
21,2021-09-14,0,0,3.80,0,0,0.2,1,1,1,1,0,1,0.89
22,2021-09-15,0,0,3.68,0,0,0.2,1,0,0,0,1,1,0.95
23,2021-09-18,0,0,3.52,0,0,1.0,2,0,0,0,0,1,1.00
24,2021-09-19,0,0,3.38,0,0,1.0,0,0,0,0,0,0,0.96
25,2021-09-23,0,0,3.70,0,0,0.1,1,1,1,1,2,1,1.07
26,2021-09-25,0,0,4.26,0,0,1.0,2,2,2,0,1,2,1.14
27,2021-09-27,0,0,4.10,0,0,1.0,0,0,0,0,0,1,1.10
28,September,1,1,4.15,0,1,8.2,10,5,4,2,4,10,1.62
29,2021-10-03,0,0,3.90,0,0,1.1,0,0,0,0,1,2,1.08
30,October,0,0,0.00,0,0,1.1,0,0,0,0,1,2,0.75
