,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-09-08,0,0,9.00,0,0,1.0,3,1,1,0,0,2,3.00
1,2018-09-24,0,0,9.00,0,0,1.0,2,1,1,0,0,1,2.50
2,2018-09-28,0,1,6.75,1,0,3.1,5,2,2,1,0,8,1.88
3,September,0,1,6.75,1,0,5.1,10,4,4,1,0,11,1.88
