,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-05-09,0,0,9.00,2.0,3,2,0,2,3,2.50
1,2019-05-13,0,0,6.75,2.0,1,1,1,2,1,2.00
2,2019-05-22,0,0,3.68,3.1,3,0,0,1,4,1.64
3,2019-05-24,0,0,3.24,1.0,1,0,0,0,3,1.56
4,2019-05-26,0,0,3.48,2.0,1,1,0,1,1,1.45
5,2019-05-29,0,0,4.15,2.2,3,2,1,1,1,1.46
6,May,0,0,4.15,13.0,12,6,2,7,13,1.46
7,2019-06-01,0,0,5.40,0.1,0,2,0,2,1,1.58
8,2019-06-04,0,0,5.02,1.0,0,0,0,1,0,1.53
9,2019-06-07,0,0,5.28,1.0,2,1,0,0,1,1.57
10,2019-06-08,0,0,5.06,0.2,0,0,0,2,2,1.63
11,2019-06-12,0,0,4.50,2.0,2,0,0,0,0,1.56
12,2019-06-14,0,0,4.26,1.0,0,0,0,1,1,1.53
13,2019-06-18,0,0,4.05,1.0,1,0,0,0,1,1.50
14,2019-06-23,0,0,4.79,0.2,1,2,0,0,2,1.50
15,2019-06-25,0,0,4.98,1.0,2,1,0,1,3,1.57
16,2019-06-27,0,0,4.76,1.0,0,0,0,0,0,1.50
17,2019-06-29,0,0,4.56,1.0,0,0,0,0,0,1.44
18,June,0,0,5.06,10.2,8,6,0,7,11,1.41
19,2019-07-02,1,0,4.21,2.0,0,0,0,0,4,1.32
20,2019-07-04,0,0,5.20,2.0,5,4,1,1,1,1.45
21,2019-07-13,0,0,4.85,2.0,0,0,0,1,3,1.38
22,2019-07-19,0,0,5.52,1.1,4,3,0,0,1,1.45
23,2019-07-22,0,1,6.54,0.2,3,4,1,3,1,1.61
24,July,1,1,12.38,8.0,12,11,2,5,10,2.13
25,2019-08-11,0,0,6.34,1.0,0,0,0,1,2,1.59
26,2019-08-13,0,0,6.82,0.1,2,2,0,1,0,1.67
27,2019-08-18,0,0,6.43,2.0,1,0,0,3,4,1.69
28,2019-08-20,0,0,6.05,3.2,1,1,0,4,3,1.66
29,August,0,0,3.86,7.0,4,3,0,9,9,1.86
30,2019-09-03,0,0,5.75,2.0,2,0,0,4,3,1.72
31,2019-09-07,0,0,5.95,1.2,2,2,0,1,4,1.72
32,2019-09-10,0,0,5.68,2.0,0,0,0,0,1,1.65
33,2019-09-14,0,0,6.11,1.1,1,3,1,1,1,1.64
34,2019-09-17,0,0,5.98,1.0,0,0,0,1,0,1.63
35,2019-09-19,0,1,5.85,1.0,1,0,0,0,1,1.62
36,2019-09-22,0,0,5.73,1.0,2,0,0,1,1,1.64
37,2019-09-27,0,0,5.62,1.0,1,0,0,0,2,1.63
38,2019-09-28,0,0,5.58,0.1,0,0,0,0,0,1.62
39,September,0,1,3.97,11.1,9,5,1,8,13,1.50
