,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,5.40,1,0,5.0,6,3,3,1,0,1,1.20
1,2021-04-09,0,1,5.00,1,0,4.0,5,3,2,0,1,1,1.33
2,2021-04-14,1,0,3.07,1,0,5.2,3,0,0,0,0,5,1.02
3,2021-04-19,1,0,2.21,1,0,5.2,2,0,0,0,2,6,0.93
4,2021-04-25,0,1,4.03,1,0,2.0,6,5,5,1,4,0,1.30
5,2021-04-30,0,1,5.76,1,0,2.2,4,6,6,4,2,1,1.40
6,April,2,3,5.76,6,0,25.0,26,17,16,6,9,14,1.40
7,2021-05-08,0,0,6.59,1,0,3.2,6,5,5,1,3,3,1.53
8,May,0,0,12.27,1,0,3.2,6,5,5,1,3,3,2.45
9,2021-09-01,0,0,6.19,1,0,3.1,1,1,1,1,0,3,1.41
10,2021-09-08,0,0,5.89,1,0,4.2,4,2,2,1,1,3,1.36
11,2021-09-15,0,1,6.64,1,0,4.0,8,6,6,2,0,1,1.43
12,September,0,1,6.75,3,0,12.0,13,9,9,4,1,7,1.17
