,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-03-29,0,0,8.10,1,0,3.1,7,4,3,0,3,2,3.00
1,March,0,0,8.10,1,0,3.1,7,4,3,0,3,2,3.00
2,2018-04-05,1,0,2.89,1,0,6.0,3,0,0,0,1,6,1.50
3,2018-04-11,0,0,4.40,1,0,5.0,7,4,4,1,3,3,1.67
4,2018-04-19,1,0,3.10,1,0,6.0,2,1,0,0,1,7,1.33
5,2018-04-25,0,1,3.29,1,0,7.0,4,3,3,3,2,4,1.21
6,2018-04-30,0,0,2.73,1,0,5.2,5,2,0,0,3,5,1.24
7,April,2,1,2.12,5,0,29.2,21,10,7,4,10,25,1.04
8,2018-05-06,0,0,2.82,1,0,5.1,6,2,2,1,4,4,1.33
9,2018-05-12,1,0,2.66,1,0,5.2,4,1,1,0,3,5,1.32
10,2018-05-18,1,0,2.52,1,0,6.0,2,1,1,1,1,8,1.22
11,2018-05-23,0,1,2.37,1,0,7.0,6,1,1,0,1,4,1.19
12,2018-05-29,1,0,2.71,1,0,6.0,8,4,4,2,0,6,1.21
13,May,3,1,2.70,5,0,30.0,26,9,9,4,9,27,1.17
14,2018-06-03,1,0,2.44,1,0,7.0,2,0,0,0,3,7,1.16
15,2018-06-09,1,0,2.22,1,0,7.0,1,0,0,0,2,5,1.09
16,2018-06-15,1,0,2.28,1,0,6.0,5,2,2,2,1,3,1.08
17,2018-06-20,1,0,2.10,1,0,7.0,5,0,0,0,3,1,1.09
18,2018-06-26,1,0,2.18,1,0,5.0,4,2,2,0,1,4,1.08
19,June,5,0,1.13,5,0,32.0,17,4,4,2,10,20,0.84
20,2018-07-01,1,0,2.25,1,0,5.0,9,4,2,1,3,5,1.15
21,2018-07-08,0,0,2.45,1,0,6.1,6,4,4,1,3,2,1.17
22,2018-07-15,1,0,2.58,1,0,5.1,6,3,3,1,3,7,1.19
23,2018-07-20,0,1,3.14,1,0,3.0,7,8,8,2,5,1,1.26
24,2018-07-25,0,0,3.06,1,0,6.0,4,1,1,1,0,7,1.23
25,2018-07-31,0,1,3.22,1,0,5.0,7,4,4,1,3,3,1.27
26,July,2,2,6.46,6,0,30.2,39,24,22,7,17,25,1.83
27,2018-08-05,0,0,3.44,1,0,5.0,8,5,5,2,2,1,1.29
28,2018-08-11,0,1,3.89,1,0,3.2,10,9,8,3,1,5,1.34
29,2018-08-16,1,0,3.72,1,0,6.0,5,0,0,0,0,8,1.32
30,2018-08-22,1,0,3.64,1,0,5.2,7,1,1,0,1,3,1.32
31,2018-08-27,0,0,3.67,1,0,6.0,5,3,3,1,3,3,1.32
32,August,2,1,5.81,5,0,26.1,35,18,17,6,7,20,1.59
33,2018-09-02,1,0,3.53,1,0,6.0,8,0,0,0,0,7,1.32
34,2018-09-10,0,1,3.57,1,0,5.2,8,3,3,0,2,7,1.34
35,2018-09-15,1,0,3.43,1,0,7.0,2,0,0,0,2,9,1.31
36,2018-09-22,1,0,3.43,1,0,5.0,8,3,2,1,0,4,1.31
37,2018-09-27,1,0,3.32,1,0,6.0,3,0,0,0,4,3,1.31
38,September,4,1,1.52,5,0,29.2,29,6,5,1,8,30,1.25
