,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-29,0,0,0.00,0.2,0,0,0,0,1,0.00
1,March,0,0,0.00,1.2,0,0,0,0,2,0.00
2,2019-03-31,0,0,0.00,1.0,0,0,0,0,1,0.00
3,2019-04-01,0,0,0.00,0.0,1,0,0,0,0,0.60
4,2019-04-03,1,0,0.00,0.2,0,0,0,0,1,0.43
5,2019-04-05,0,0,0.00,0.0,0,0,0,1,0,0.86
6,2019-04-08,0,0,2.70,1.0,1,1,0,0,1,0.90
7,2019-04-10,0,0,2.25,0.2,0,0,0,0,1,0.75
8,2019-04-12,0,0,1.93,0.2,1,0,0,0,0,0.86
9,2019-04-13,0,0,1.35,2.0,1,0,0,0,1,0.75
10,2019-04-16,0,0,1.29,0.1,0,0,0,0,1,0.71
11,2019-04-17,0,0,1.23,0.1,0,0,0,0,0,0.68
12,2019-04-19,0,0,1.08,1.0,2,0,0,1,0,0.96
13,2019-04-21,0,0,0.96,1.0,1,0,0,0,1,0.96
14,2019-04-24,0,1,3.72,0.1,2,3,1,1,0,1.24
15,2019-04-26,0,0,3.48,0.2,1,0,0,0,0,1.26
16,2019-04-29,0,0,3.18,1.0,0,0,0,1,0,1.24
17,April,1,1,3.72,9.2,10,4,1,4,6,1.45
18,2019-05-03,1,0,3.09,0.1,0,0,0,0,0,1.20
19,2019-05-04,0,0,2.84,1.0,0,0,0,0,1,1.11
20,2019-05-08,0,0,2.84,0.0,1,0,0,0,0,1.18
21,2019-05-11,0,0,3.55,0.0,1,1,0,0,0,1.26
22,2019-05-15,0,0,3.46,0.1,0,0,0,0,0,1.23
23,2019-05-21,0,0,3.38,0.1,2,0,0,0,0,1.35
24,2019-05-24,0,0,3.14,1.0,0,0,0,0,0,1.26
25,2019-05-25,0,0,2.93,1.0,0,0,0,0,0,1.17
26,2019-05-28,0,0,3.52,0.0,1,1,1,0,0,1.24
27,2019-05-29,1,0,3.31,1.0,0,0,0,1,0,1.22
28,May,2,0,3.60,5.0,5,2,1,1,1,1.20
29,2019-06-04,0,0,3.12,1.0,0,0,0,1,0,1.21
30,2019-06-05,0,1,3.63,0.0,2,1,0,1,0,1.38
31,June,0,1,9.00,1.0,2,1,0,2,0,4.00
