,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-10,0,0,0.00,0,0,1.0,3,1,0,0,0,1,3.00
1,2021-04-13,0,0,4.50,0,0,1.0,3,1,1,0,0,0,3.00
2,2021-04-16,0,0,3.00,0,0,1.0,0,0,0,0,0,0,2.00
3,2021-04-19,0,0,7.36,0,0,0.2,2,2,2,1,0,1,2.18
4,2021-04-25,0,0,4.76,0,0,2.0,1,0,0,0,0,2,1.59
5,2021-04-27,0,0,4.05,0,0,1.0,0,0,0,0,1,0,1.50
6,April,0,0,4.05,0,0,6.2,9,4,3,1,1,4,1.50
7,2021-05-02,0,0,4.70,0,0,1.0,2,1,1,0,0,0,1.57
8,2021-05-05,0,0,4.15,0,0,1.0,1,0,0,0,0,0,1.50
9,2021-05-07,0,0,3.72,0,0,1.0,1,0,0,0,0,1,1.45
10,2021-05-10,0,0,3.60,0,0,0.1,0,0,0,0,0,0,1.40
11,2021-05-13,0,1,3.38,0,0,0.2,0,1,0,0,2,1,1.50
12,2021-05-16,0,0,3.27,0,0,0.1,1,0,0,0,0,1,1.55
13,2021-05-18,0,0,3.09,0,0,0.2,0,0,0,0,0,1,1.46
14,2021-05-19,0,0,2.92,0,0,0.2,0,0,0,0,0,2,1.38
15,2021-05-21,0,0,2.77,0,0,0.2,2,0,0,0,0,0,1.46
16,2021-05-23,0,0,2.63,0,0,0.2,0,0,0,0,1,1,1.46
17,2021-05-25,0,0,2.45,0,0,1.0,2,0,0,0,0,2,1.50
18,2021-05-27,0,0,2.20,0,0,1.2,3,0,0,0,0,2,1.53
19,2021-05-30,0,0,2.08,0,0,1.0,1,0,0,0,0,0,1.50
20,May,0,1,0.84,0,0,10.2,13,2,1,0,3,11,1.50
21,2021-06-01,0,1,1.93,0,0,1.1,0,1,0,0,2,2,1.50
22,2021-06-03,0,0,1.89,0,0,0.1,0,0,0,0,0,0,1.47
23,2021-06-05,0,0,1.80,0,0,1.0,0,0,0,0,0,1,1.40
24,2021-06-06,0,0,3.43,0,0,1.0,4,4,4,1,0,1,1.52
25,2021-06-09,1,0,3.13,0,0,2.0,1,1,0,0,0,0,1.43
26,2021-06-13,0,0,3.00,0,0,1.0,2,0,0,0,0,1,1.46
27,2021-06-15,0,0,2.92,0,0,0.2,0,0,0,0,0,1,1.42
28,2021-06-16,0,0,3.16,0,0,1.0,2,1,1,0,1,1,1.48
29,2021-06-18,0,0,3.04,0,0,1.0,0,0,0,0,0,1,1.43
30,2021-06-21,0,0,2.93,0,0,1.0,2,1,0,0,1,1,1.48
31,2021-06-23,1,0,2.76,0,0,1.2,0,0,0,0,0,0,1.40
32,2021-06-26,0,0,2.67,0,0,1.0,0,0,0,0,2,1,1.42
33,June,2,1,3.46,0,0,13.0,11,8,5,1,6,10,1.31
34,2021-07-01,0,0,2.59,0,0,1.0,1,0,0,0,0,0,1.40
35,2021-07-02,0,0,2.51,0,0,1.0,0,1,0,0,1,1,1.39
36,2021-07-05,0,0,2.73,0,0,0.2,1,1,1,1,0,0,1.39
37,2021-07-09,0,0,2.67,0,0,0.2,0,0,0,0,1,0,1.40
38,2021-07-11,0,0,2.60,0,0,1.0,0,0,0,0,0,0,1.36
