,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,8.10,3.1,4,3,0,2,2,1.80
1,July,0,0,8.10,3.1,4,3,0,2,2,1.80
2,2020-08-01,0,0,5.00,5.2,3,2,0,0,4,1.00
3,2020-08-07,0,0,3.00,6.0,5,0,0,1,5,1.00
4,2020-08-12,1,0,2.53,6.1,7,1,0,1,7,1.08
5,2020-08-18,0,0,1.84,8.0,3,0,0,0,7,0.89
6,2020-08-23,0,0,2.29,6.0,4,3,0,2,4,0.91
7,2020-08-29,1,0,2.68,5.0,6,3,2,0,6,0.94
8,August,2,0,2.19,37.0,28,9,2,4,33,0.86
9,2020-09-03,1,0,2.91,6.0,6,3,0,1,9,0.97
10,2020-09-08,0,1,3.27,6.0,7,4,1,1,6,1.01
11,2020-09-13,0,1,3.77,5.0,8,5,2,0,3,1.06
12,2020-09-18,0,0,3.90,5.0,6,3,1,0,9,1.07
13,2020-09-23,0,1,4.03,4.2,8,3,0,1,5,1.13
14,September,1,3,6.08,26.2,35,18,4,3,32,1.43
