,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-27,0,0,13.50,1,0,2.2,5,4,4,3,1,2,2.25
1,July,0,0,13.50,1,0,2.2,5,4,4,3,1,2,2.25
2,2020-08-10,0,0,6.35,1,0,3.0,3,0,0,0,1,2,1.76
3,2020-08-16,0,0,7.56,1,0,2.2,5,3,3,2,2,2,2.04
4,2020-08-21,0,0,9.53,1,0,3.0,5,5,5,1,1,4,2.03
5,2020-08-26,0,0,8.79,1,0,3.0,3,2,2,0,2,1,1.95
6,August,0,0,7.71,4,0,11.2,16,10,10,3,6,9,1.89
7,2020-09-01,0,0,7.27,1,0,3.0,3,0,0,0,2,6,1.90
8,2020-09-07,0,1,8.24,1,0,2.1,4,4,4,1,1,0,1.93
9,2020-09-12,0,1,9.27,1,0,2.2,9,5,5,0,1,1,2.15
10,2020-09-18,0,0,8.17,1,0,3.0,1,0,0,0,1,2,1.97
11,2020-09-24,0,0,8.78,1,0,2.1,7,4,4,1,0,0,2.06
12,September,0,2,8.78,5,0,13.1,24,13,13,2,5,9,2.18
