,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-04-03,0,0,1.80,1,0,5.0,6,1,1,0,1,9,1.40
1,2018-04-28,0,1,3.60,1,0,5.0,4,3,3,1,4,2,1.50
2,April,0,1,3.60,2,0,10.0,10,4,4,1,5,11,1.50
3,2018-05-15,0,0,2.87,1,0,5.2,5,1,1,0,1,3,1.34
4,2018-05-20,1,0,2.31,1,0,7.2,2,1,1,1,1,13,1.03
5,2018-05-26,1,0,2.15,1,0,6.0,4,1,1,1,2,4,1.02
6,2018-05-31,0,0,2.62,1,0,5.0,7,4,3,1,0,5,1.08
7,May,2,0,2.22,4,0,24.1,18,7,6,3,4,25,0.90
8,2018-06-06,0,1,3.20,1,0,5.0,8,6,4,1,1,6,1.17
9,2018-06-11,1,0,2.96,1,0,6.1,3,1,1,1,1,6,1.09
10,2018-06-17,0,0,2.66,1,0,5.0,2,0,0,0,3,7,1.09
11,2018-06-22,0,0,2.50,1,0,7.0,1,1,1,1,2,13,1.01
12,2018-06-27,0,1,2.92,1,0,4.0,6,4,4,2,2,5,1.07
13,June,1,2,3.29,5,0,27.1,20,12,10,5,9,37,1.06
14,2018-07-03,0,1,3.19,1,0,6.0,4,4,4,1,1,7,1.05
15,2018-07-08,0,0,3.47,1,0,2.1,5,3,3,0,2,2,1.11
16,2018-07-14,0,0,3.24,1,0,5.0,2,0,0,0,3,5,1.11
17,2018-07-20,1,0,3.15,1,0,5.0,2,1,1,1,4,9,1.11
18,2018-07-25,0,1,3.28,1,0,5.0,4,3,3,2,2,8,1.12
19,2018-07-31,0,1,3.49,1,0,5.1,5,4,4,1,2,7,1.13
20,July,1,3,4.71,6,0,28.2,22,15,15,5,14,38,1.26
21,2018-08-05,1,0,3.27,1,0,6.0,3,0,0,0,1,7,1.10
22,2018-08-11,1,0,3.22,1,0,7.0,3,2,2,1,3,9,1.08
23,2018-08-17,1,0,3.05,1,0,6.0,3,0,0,0,3,7,1.08
24,2018-08-22,0,0,2.97,1,0,6.0,1,1,1,1,2,10,1.05
25,2018-08-28,1,0,2.87,1,0,7.0,4,1,1,0,0,5,1.02
26,August,4,0,1.13,5,0,32.0,14,4,4,2,9,38,0.72
27,2018-09-03,0,0,2.83,1,0,5.0,3,1,1,1,5,5,1.04
28,2018-09-08,0,0,2.92,1,0,5.0,4,3,3,0,4,6,1.07
29,2018-09-14,0,1,2.86,1,0,6.0,4,1,1,1,2,8,1.06
30,2018-09-19,0,1,3.08,1,0,4.2,5,5,5,1,2,6,1.08
31,2018-09-24,0,0,3.16,1,0,5.1,4,3,3,1,2,5,1.08
32,2018-09-30,0,1,3.34,1,0,2.2,4,4,4,0,3,3,1.11
33,September,0,3,5.34,6,0,28.2,24,17,17,4,18,33,1.47
