,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-28,0,0,27.00,0,0,1.0,3,3,3,0,1,0,4.00
1,July,0,0,27.00,0,0,1.0,3,3,3,0,1,0,4.00
2,2020-08-01,0,0,13.50,0,0,1.0,0,0,0,0,0,2,2.00
3,2020-08-04,0,0,10.13,0,0,0.2,1,0,0,0,0,1,1.88
4,2020-08-07,0,0,9.82,0,0,1.0,2,1,1,0,1,0,2.18
5,2020-08-08,0,0,9.00,0,0,0.1,0,0,0,0,0,1,2.00
6,2020-08-10,0,0,7.20,1,0,1.0,1,0,0,0,1,1,2.00
7,2020-08-14,0,0,10.50,0,0,1.0,3,3,3,1,0,1,2.17
8,2020-08-16,0,0,9.00,0,0,1.0,0,0,0,0,2,2,2.14
9,2020-08-18,0,0,7.88,0,0,1.0,1,0,0,0,0,1,2.00
10,2020-08-20,0,0,7.00,0,0,1.0,0,0,0,0,0,2,1.78
11,2020-08-22,0,0,6.10,0,0,1.1,2,0,0,0,1,1,1.84
12,2020-08-25,0,0,5.56,0,0,1.0,0,0,0,0,0,1,1.68
13,2020-08-29,1,0,4.97,0,0,1.1,1,0,0,0,0,1,1.58
14,2020-08-30,0,0,4.61,0,0,1.0,0,0,0,0,1,1,1.54
15,August,1,0,2.84,1,0,12.2,11,4,4,1,6,15,1.34
16,2020-09-02,0,0,4.91,0,0,1.0,1,1,1,1,1,1,1.57
17,2020-09-03,0,0,4.60,0,0,1.0,0,0,0,0,0,1,1.47
18,2020-09-06,0,0,4.32,0,0,1.0,1,0,0,0,0,2,1.44
19,2020-09-08,0,0,4.08,0,0,1.0,1,0,0,0,1,1,1.47
20,2020-09-10,0,0,3.86,0,0,1.0,0,0,0,0,1,2,1.45
21,2020-09-13,0,0,3.60,0,0,1.1,0,0,0,0,0,3,1.35
22,2020-09-15,0,0,3.43,0,0,1.0,1,0,0,0,0,1,1.33
23,2020-09-17,0,0,3.27,0,0,1.0,1,0,0,0,0,1,1.32
24,2020-09-18,0,0,3.52,0,0,1.0,2,1,1,0,0,1,1.35
25,2020-09-20,0,0,3.38,0,0,1.0,0,0,0,0,0,1,1.29
26,2020-09-25,0,0,3.96,0,0,1.0,3,3,2,0,1,1,1.40
27,September,0,0,3.18,0,0,11.1,10,5,4,1,4,15,1.24
