,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,12.27,1,0,3.2,5,5,5,0,4,4,2.45
1,July,0,0,12.27,1,0,3.2,5,5,5,0,4,4,2.45
2,2020-08-01,0,0,4.66,1,0,6.0,3,0,0,0,1,9,1.34
3,2020-08-07,0,1,5.28,1,0,5.2,6,4,4,0,1,3,1.30
4,2020-08-20,0,1,6.30,1,0,4.2,4,5,5,0,4,5,1.40
5,2020-08-27,1,0,6.12,1,0,5.0,7,3,3,1,0,6,1.40
6,August,1,2,5.06,4,0,21.1,20,12,12,1,6,23,1.22
7,2020-09-04,1,0,5.23,1,0,6.0,2,1,1,1,0,7,1.19
8,2020-09-11,0,1,5.35,1,0,6.0,6,4,4,0,1,5,1.19
9,2020-09-18,0,1,5.93,1,0,4.0,4,5,5,1,6,3,1.32
10,2020-09-25,0,0,5.17,1,0,6.0,4,0,0,0,3,5,1.30
11,September,1,2,4.09,4,0,22.0,16,10,10,2,10,20,1.18
